Selections
Start Date: 2022-04-28
End Date: 2026-05-28
Selected benchmarks: Compounded ZARONIA
Report Data: Rates
Date,1-week average,1-month average,3-month average,6-month average,9-month average,12-month average,Index
2023-11-23,8.14538,8.17414,8.21479,8.27374,8.10643,7.92364,108.321311487998
2023-11-22,8.14595,8.17707,8.21462,8.27058,8.10238,7.91763,108.297171603391
2023-11-21,8.14681,8.17659,8.21448,8.26335,8.09835,7.91160,108.273043029911
2023-11-20,8.14696,8.17618,8.21599,8.26221,8.09435,7.89836,108.248922797333
2023-11-17,8.14395,8.17567,8.21349,8.25454,8.08211,7.88743,108.176468273501
2023-11-16,8.14410,8.17590,8.21325,8.25144,8.07808,7.88143,108.152363630264
2023-11-15,8.14352,8.17786,8.21291,8.24825,8.07405,7.87541,108.128249549406
2023-11-14,8.14252,8.17722,8.21258,8.24140,8.07001,7.86939,108.104140845119
2023-11-13,8.14238,8.17679,8.21374,8.24015,8.06599,7.85642,108.080055278827
2023-11-10,8.15954,8.17700,8.21141,8.23257,8.05376,7.84531,108.007775883383
2023-11-09,8.16040,8.17703,8.21208,8.22944,8.04973,7.83924,107.983705871575
2023-11-08,8.16097,8.17740,8.21108,8.22629,8.04566,7.83322,107.959641223877
2023-11-07,8.16226,8.17697,8.21085,8.21984,8.04162,7.82730,107.935590808533
2023-11-06,8.16497,8.17657,8.21232,8.21848,8.03760,7.81441,107.911545750955
2023-11-03,8.15854,8.17168,8.20852,8.21020,8.02513,7.80285,107.839024745437
2023-11-02,8.15968,8.17083,8.20820,8.20708,8.02109,7.79691,107.814974621509
2023-11-01,8.16040,8.17004,8.20786,8.20562,8.01702,7.79094,107.790935766245
2023-10-31,8.16097,8.16933,8.20748,8.19769,8.01295,7.78490,107.766896367061
2023-10-30,8.16011,8.16806,8.20891,8.19611,8.00860,7.77252,107.742832817112
2023-10-27,8.15582,8.16310,8.20570,8.18797,7.99591,7.76091,107.670557848952
2023-10-26,8.15439,8.16186,8.20543,8.18635,7.99092,7.75496,107.646521707804
2023-10-25,8.15411,8.16207,8.20522,8.18321,7.98595,7.74899,107.622505671949
2023-10-24,8.15368,8.16076,8.20505,8.18007,7.98095,7.74304,107.598492046847
2023-10-23,8.15311,8.15941,8.20669,8.17307,7.97595,7.73113,107.574483779864
2023-10-20,8.14967,8.15540,8.20379,8.16640,7.96065,7.71936,107.502410040793
2023-10-19,8.15096,8.15460,8.20355,8.16329,7.95569,7.71338,107.478440876170
2023-10-18,8.15068,8.15362,8.20335,8.16015,7.95063,7.70740,107.454468225903
2023-10-17,8.14982,8.15361,8.20314,8.15700,7.94558,7.70143,107.430500922642
2023-10-16,8.14910,8.15217,8.20482,8.15102,7.94059,7.68970,107.406541907184
2023-10-13,8.14138,8.14832,8.20217,8.14421,7.92535,7.67779,107.334651216272
2023-10-12,8.13866,8.14722,8.20193,8.14094,7.92035,7.67179,107.310693001553
2023-10-11,8.13738,8.14638,8.20175,8.13771,7.91529,7.66581,107.286763644215
2023-10-10,8.13609,8.14691,8.20160,8.12920,7.91023,7.65989,107.262851375129
2023-10-09,8.13308,8.14542,8.20305,8.12735,7.90516,7.64821,107.238944435653
2023-10-06,8.12751,8.14296,8.20095,8.12186,7.89003,7.63621,107.167324365974
2023-10-05,8.12551,8.14212,8.20087,8.11874,7.88500,7.63026,107.143459261213
2023-10-04,8.12350,8.14158,8.20068,8.11561,7.87997,7.62428,107.119593602715
2023-10-03,8.12136,8.14166,8.20067,8.11253,7.87494,7.61836,107.095744994076
2023-10-02,8.12460,8.14068,8.19978,8.11070,7.87230,7.61530,107.071936888877
2023-09-29,8.12201,8.14167,8.20003,8.09352,7.85274,7.59477,107.000542609022
2023-09-28,8.12287,8.14170,8.19972,8.08772,7.84783,7.58890,106.976755667953
2023-09-27,8.12301,8.14438,8.19934,8.08197,7.83420,7.58300,106.952968155748
2023-09-26,8.12344,8.14355,8.19895,8.06869,7.83146,7.57710,106.929200577548
2023-09-22,8.12121,8.14320,8.19748,8.05301,7.81814,7.55043,106.834132834139
2023-09-21,8.12007,8.14317,8.19710,8.04353,7.81323,7.54237,106.810365333119
2023-09-20,8.11950,8.14546,8.19679,8.04133,7.80834,7.53428,106.786611894708
2023-09-19,8.11950,8.14457,8.19628,8.02839,7.80341,7.52620,106.762872511878
2023-09-18,8.11978,8.14374,8.19689,8.02614,7.79266,7.50917,106.739144253892
2023-09-15,8.11935,8.14382,8.19410,8.01230,7.78394,7.49446,106.667998160325
2023-09-14,8.11921,8.14369,8.19358,8.00652,7.77909,7.48654,106.644290988350
2023-09-13,8.11850,8.14497,8.19303,8.00073,7.77421,7.47849,106.620586164878
2023-09-12,8.11692,8.14406,8.19249,7.98824,7.76926,7.47045,106.596883690686
2023-09-11,8.11692,8.14316,8.19286,7.98578,7.76067,7.45344,106.573186485712
2023-09-08,8.11220,8.14392,8.19045,7.97173,7.74951,7.43847,106.502159757690
2023-09-07,8.11421,8.14392,8.18993,7.96599,7.74464,7.43043,106.478492360196
2023-09-06,8.11650,8.14607,8.18936,7.96025,7.73978,7.42241,106.454838969948
2023-09-05,8.11950,8.14555,8.18886,7.94852,7.73488,7.41438,106.431205410500
2023-09-04,8.11964,8.14469,8.18898,7.94584,7.72652,7.39740,106.407545036925
2023-09-01,8.12994,8.14558,8.18677,7.93183,7.71552,7.38230,106.336724778222
2023-08-31,8.12994,8.14496,8.18617,7.92601,7.71057,7.37422,106.313053375899
2023-08-30,8.12951,8.14684,8.18560,7.92316,7.70733,7.36625,106.289390154409
2023-08-29,8.12879,8.14567,8.18495,7.92028,7.70238,7.35819,106.265732199892
2023-08-28,8.12937,8.14479,8.18419,7.91743,7.69744,7.34207,106.242105702030
2023-08-25,8.12808,8.14477,8.17579,7.89688,7.68247,7.32633,106.171186258409
2023-08-24,8.12693,8.14490,8.16972,7.89385,7.67462,7.31831,106.147551706280
2023-08-23,8.12550,8.14714,8.16367,7.88802,7.66677,7.31028,106.123934042821
2023-08-22,8.12393,8.14615,8.15763,7.88213,7.65897,7.30225,106.100327446679
2023-08-21,8.12236,8.14514,8.14259,7.87624,7.65112,7.28585,106.076726101674
2023-08-18,8.11721,8.14519,8.13335,7.85596,7.62760,7.26998,106.005943174358
2023-08-17,8.11707,8.14535,8.12734,7.85276,7.61981,7.26203,105.982368630497
2023-08-16,8.12016,8.14778,8.12150,7.84692,7.61203,7.25410,105.958816743368
2023-08-15,8.11981,8.14715,8.11559,7.84115,7.60425,7.24615,105.935278795120
2023-08-14,8.12024,8.14654,8.10190,7.83536,7.59649,7.23034,105.911746075650
2023-08-11,8.12367,8.14811,8.09229,7.81536,7.57319,7.21435,105.841177557922
2023-08-10,8.12239,8.14831,8.08638,7.81195,7.56535,7.20644,105.817642554573
2023-08-08,8.11950,8.14847,8.07440,7.80014,7.54963,7.19064,105.770570304052
2023-08-07,8.11878,8.14780,8.06180,7.79429,7.54195,7.17510,105.747065483716
2023-08-04,8.12007,8.14811,8.05112,7.77471,7.51839,7.15875,105.676537252278
2023-08-03,8.12207,8.14869,8.04541,7.77113,7.51074,7.15081,105.653064904242
2023-08-02,8.12393,8.14807,8.03962,7.76533,7.50308,7.14281,105.629586196494
2023-08-01,8.12636,8.14761,8.03707,7.75949,7.49537,7.13490,105.606124276994
2023-07-31,8.12965,8.14871,8.02216,7.75367,7.48760,7.11927,105.582670460772
2023-07-28,8.13094,8.14519,8.01348,7.73328,7.46446,7.10249,105.512225873585
2023-07-27,8.13123,8.14388,8.00469,7.72941,7.45679,7.09440,105.488749569126
2023-07-26,8.13008,8.14227,8.00158,7.72218,7.44909,7.08629,105.465269821659
2023-07-25,8.12994,8.14095,7.99559,7.71494,7.44135,7.07800,105.441795300327
2023-07-24,8.12894,8.13946,7.98959,7.70764,7.43360,7.06215,105.418311566317
2023-07-21,8.12851,8.13536,7.96990,7.68244,7.41075,7.04290,105.347950680244
2023-07-20,8.12879,8.13422,7.96392,7.67829,7.40303,7.03259,105.324505156836
2023-07-19,8.13008,8.13261,7.95803,7.67109,7.39528,7.02231,105.301085041538
2023-07-18,8.13008,8.12961,7.95205,7.66372,7.38751,7.01201,105.277649948228
2023-07-17,8.13008,8.12798,7.94606,7.65636,7.37977,6.99042,105.254222953508
2023-07-14,8.12579,8.12273,7.92792,7.63140,7.35688,6.97082,105.183980226986
2023-07-13,8.12565,8.12069,7.92184,7.62696,7.34914,6.96053,105.160565434787
2023-07-12,8.12508,8.11867,7.91563,7.61970,7.34136,6.95024,105.137155854906
2023-07-11,8.12365,8.11706,7.90946,7.61232,7.33359,6.93995,105.113757244561
2023-07-10,8.12408,8.11503,7.89586,7.60492,7.32589,6.91880,105.090366720198
2023-07-07,8.12279,8.11016,7.88346,7.58011,7.30289,6.89893,105.020319605656
2023-07-06,8.11564,8.10791,7.87904,7.57541,7.29510,6.88864,104.996944121603
2023-07-05,8.11063,8.10579,7.87296,7.56801,7.28733,6.87836,104.973582466524
2023-07-04,8.10619,8.10435,7.86698,7.56067,7.27956,6.86811,104.950249007053
2023-07-03,8.09919,8.10182,7.86092,7.55324,7.27181,6.84718,104.926886245285
2023-06-30,8.08889,8.09677,7.84268,7.52881,7.24872,6.82696,104.856973935212
2023-06-29,8.08918,8.09751,7.82527,7.52172,7.24114,6.81681,104.833778384685
2023-06-28,8.08903,8.09489,7.81422,7.51465,7.23355,6.80663,104.810553514635
2023-06-27,8.09003,8.09344,7.80333,7.49862,7.22595,6.79648,104.787345270822
2023-06-26,8.08889,8.09214,7.78040,7.49383,7.21837,6.77621,104.764159383712
2023-06-23,8.07917,8.04280,7.75928,7.47907,7.19438,6.75584,104.694561880987
2023-06-22,8.07754,8.02653,7.74843,7.47200,7.18394,6.74567,104.671396523696
2023-06-21,8.07468,7.98657,7.73187,7.46495,7.17351,6.73548,104.648210494154
2023-06-20,8.07111,7.98154,7.72626,7.45789,7.16302,6.72529,104.625018137394
2023-06-19,8.07068,7.97692,7.70490,7.45090,7.15262,6.70532,104.601891089145
2023-06-15,8.07230,7.91396,7.67205,7.42329,7.11180,6.67468,104.509498965512
2023-06-14,8.07216,7.88240,7.66125,7.41640,7.10161,6.66454,104.486406038456
2023-06-13,8.07116,7.87492,7.65045,7.40949,7.09126,6.65441,104.463321075503
2023-06-12,8.07016,7.86699,7.63077,7.40247,7.08090,6.63481,104.440238352139
2023-06-09,8.06587,7.81995,7.60705,7.38170,7.05009,6.61392,104.371018920495
2023-06-08,8.06472,7.80414,7.59620,7.37438,7.03973,6.60379,104.347956592664
2023-06-07,8.06572,7.77996,7.58547,7.36746,7.02937,6.59366,104.324902218382
2023-06-06,8.06801,7.76953,7.57479,7.36058,7.01906,6.58355,104.301872936355
2023-06-05,8.06901,7.75844,7.55729,7.35361,7.00872,6.56400,104.278845881620
2023-06-02,8.05657,7.71313,7.53238,7.33302,6.97768,6.54273,104.209819010546
2023-06-01,7.98834,7.69991,7.52168,7.32613,6.96742,6.53253,104.186815132651
2023-05-31,7.91782,7.67989,7.51088,7.31914,6.95705,6.52233,104.163776388356
2023-05-30,7.84658,7.66585,7.50302,7.31334,6.94681,6.51212,104.140737033519
2023-05-29,7.77649,7.65122,7.49510,7.30636,6.93647,6.49307,104.117725589893
2023-05-26,7.58133,7.60779,7.46097,7.28482,6.90654,6.47174,104.049053214772
2023-05-25,7.58076,7.60813,7.45807,7.28166,6.89792,6.46297,104.027444007088
2023-05-24,7.58033,7.60863,7.45516,7.27320,6.88951,6.45419,104.005844985033
2023-05-23,7.58162,7.60603,7.44979,7.26472,6.88110,6.44542,103.984258992420
2023-05-22,7.58162,7.60538,7.44427,7.25630,6.87267,6.42809,103.962677479892
2023-05-19,7.58634,7.60612,7.42353,7.22591,6.84727,6.40902,103.897990306475
2023-05-18,7.58748,7.60655,7.42027,7.22246,6.83883,6.39890,103.876423853326
2023-05-17,7.58862,7.60699,7.41697,7.21405,6.83050,6.38876,103.854864721545
2023-05-16,7.58805,7.60845,7.41138,7.20557,6.82214,6.37859,103.833284466861
2023-05-15,7.58848,7.60788,7.40597,7.19713,6.81378,6.35752,103.811734288486
2023-05-12,7.59191,7.60669,7.38548,7.16703,6.78860,6.33802,103.747047293902
2023-05-11,7.59263,7.60628,7.38172,7.16323,6.78019,6.32786,103.725489442863
2023-05-10,7.59392,7.60814,7.37790,7.15470,6.77188,6.31769,103.703938911996
2023-05-09,7.59520,7.60735,7.37234,7.14611,6.75975,6.30757,103.682401378647
2023-05-08,7.59909,7.60662,7.36672,7.13763,6.75534,6.28688,103.660873997142
2023-05-05,7.59653,7.60394,7.34737,7.10761,6.73006,6.26694,103.596212930759
2023-05-04,7.59777,7.60363,7.34313,7.10346,6.72163,6.25677,103.574672236596
2023-05-03,7.59673,7.60337,7.33879,7.09509,6.71319,6.24659,103.553127511930
2023-05-02,7.59687,7.60221,7.33319,7.08675,6.70473,6.24160,103.531595776490
2023-04-28,7.57453,7.55392,7.30710,7.04912,6.66674,6.19570,103.445506442143
2023-04-26,7.57419,7.49820,7.29416,7.03255,6.64965,6.17541,103.402479678818
2023-04-25,7.57404,7.49371,7.28592,7.02420,6.64087,6.16527,103.380976435719
2023-04-24,7.57333,7.48889,7.27760,7.01586,6.62442,6.14528,103.359469170833
2023-04-21,7.59263,7.43576,7.25091,6.99224,6.60380,6.12510,103.295454289298
2023-04-20,7.59149,7.42918,7.24562,6.98392,6.59239,6.11494,103.273973302851
2023-04-19,7.58877,7.39566,7.23736,6.97550,6.58097,6.10490,103.252496783520
2023-04-18,7.58634,7.38802,7.22887,6.96712,6.56956,6.07588,103.231027558035
2023-04-17,7.58565,7.37997,7.22040,6.95876,6.54566,6.07050,103.209565623704
2023-04-14,7.58117,7.33190,7.19271,6.93430,6.52400,6.05428,103.145262323864
2023-04-13,7.57919,7.31590,7.18687,6.92601,6.51263,6.04416,103.123835168633
2023-04-12,7.58019,7.28998,7.17882,6.91771,6.50132,6.03407,103.102443530144
2023-04-11,7.58133,7.27959,7.17048,6.90941,6.48999,6.02397,103.081053505507
2023-04-06,7.51139,7.20585,7.12837,6.86822,6.43334,5.97333,102.974157866012
2023-04-05,7.44273,7.18780,7.11993,6.85987,6.42198,5.96311,102.952777535773
2023-04-04,7.37250,7.17400,7.11147,6.85147,6.41063,5.95291,102.931396005787
2023-04-03,7.30314,7.15922,7.10294,6.84314,6.38774,5.93381,102.910007640911
2023-03-31,7.09812,7.11313,7.07657,6.81842,6.36516,5.91237,102.846026141853
2023-03-30,7.09740,7.11229,7.07496,6.81555,6.36124,5.90362,102.826032817062
2023-03-29,7.09726,7.11133,7.07194,6.80992,6.35168,5.89487,102.806034930815
2023-03-28,7.09701,7.11067,7.06918,6.80438,6.34216,5.88617,102.786066273392
2023-03-27,7.09506,7.11046,7.06151,6.79875,6.33263,5.86889,102.766073344986
2023-03-24,7.09335,7.11153,7.05642,6.77781,6.30412,5.85058,102.706213912422
2023-03-23,7.09263,7.11211,7.05466,6.77476,6.29457,5.84124,102.686261831082
2023-03-22,7.09134,7.11193,7.05171,6.76490,6.28499,5.83187,102.666293940105
2023-03-20,7.09226,7.11273,7.04634,6.74537,6.26594,5.80376,102.626429898376
2023-03-17,7.09311,7.11392,7.03691,6.71069,6.23738,5.78517,102.566685506580
2023-03-16,7.09326,7.11428,7.03499,6.70730,6.22271,5.77585,102.546774575308
2023-03-15,7.09283,7.11478,7.03301,6.69752,6.21832,5.76651,102.526859084051
2023-03-14,7.09354,7.11507,7.03035,6.68801,6.20876,5.75718,102.506941844830
2023-03-13,7.09411,7.11532,7.02766,6.67825,6.19921,5.73880,102.487031282122
2023-03-10,7.10098,7.11564,7.01893,6.64342,6.17062,5.71983,102.427351214224
2023-03-09,7.10141,7.11593,7.01680,6.63968,6.16111,5.71049,102.407464526319
2023-03-08,7.10226,7.11596,7.01335,6.62994,6.15157,5.70115,102.387584504089
2023-03-07,7.10241,7.11578,7.01057,6.62014,6.14199,5.69177,102.367680300607
2023-03-06,7.10241,7.11593,7.00781,6.61038,6.13242,5.67360,102.347785573521
2023-03-03,7.10069,7.11657,6.99878,6.57511,6.10321,5.65416,102.288052153476
2023-03-02,7.10312,7.11693,6.99639,6.57098,6.09353,5.64478,102.268184107078
2023-03-01,7.10327,7.11690,6.99363,6.56131,6.08385,5.63544,102.248314318216
2023-02-28,7.10298,7.11672,6.99079,6.55151,6.07420,5.62608,102.228434388702
2023-02-27,7.10412,7.11450,6.98669,6.52161,6.05064,5.60833,102.208566723471
2023-02-24,7.10284,7.09141,6.97046,6.49779,6.02195,5.58861,102.148948119587
2023-02-23,7.10126,7.08326,6.95927,6.48816,6.01233,5.57919,102.129059534513
2023-02-22,7.10269,7.06337,6.94834,6.47860,5.99397,5.56981,102.109213979336
2023-02-21,7.10327,7.06098,6.93725,6.45905,5.98883,5.56041,102.089366687665
2023-02-20,7.10255,7.05825,6.91076,6.45432,5.98363,5.54286,102.069503682605
2023-02-17,7.09998,7.03402,6.89308,6.43052,5.94959,5.52280,102.009991333141
2023-02-16,7.09983,7.02617,6.88209,6.42108,5.93824,5.51341,101.990160533982
2023-02-15,7.09755,7.00914,6.87101,6.41155,5.91505,5.50400,101.970314037792
2023-02-14,7.09640,7.00494,6.86001,6.39319,5.90963,5.49463,101.950482574059
2023-02-13,7.09655,7.00058,6.83539,6.38814,5.90417,5.47784,101.930660551357
2023-02-10,7.10469,6.97651,6.81615,6.36426,5.87021,5.45754,101.871279363967
2023-02-09,7.10541,6.96791,6.80493,6.35087,5.85890,5.44818,101.851478320401
2023-02-08,7.10598,6.95406,6.79397,6.34563,5.83634,5.43885,101.831703440566
2023-02-07,7.10612,6.94840,6.78333,6.32798,5.83068,5.42951,101.811921244800
2023-02-06,7.09626,6.94219,6.75982,6.32258,5.82495,5.41274,101.792123374010
2023-02-03,7.08167,6.91523,6.73875,6.29790,5.79078,5.39188,101.732664115829
2023-02-02,7.04792,6.90770,6.72806,6.28830,5.78489,5.38246,101.712876084786
2023-02-01,7.01517,6.90000,6.71726,6.27888,5.77899,5.37307,101.693116972853
2023-01-31,6.98170,6.88894,6.70627,6.26117,5.75135,5.36381,101.673358914365
2023-01-30,6.95696,6.88306,6.68639,6.25581,5.74561,5.34734,101.653780117811
2023-01-27,6.85617,6.86192,6.66499,6.23091,5.71191,5.32582,101.594685411894
2023-01-26,6.85574,6.86054,6.65690,6.22249,5.70664,5.31642,101.575580854016
2023-01-25,6.85245,6.85918,6.64873,6.21373,5.69618,5.30703,101.556485452381
2023-01-24,6.84988,6.85789,6.64064,6.19715,5.67553,5.29765,101.537404765825
2023-01-23,6.84959,6.85663,6.62489,6.19242,5.67018,5.28002,101.518333225800
2023-01-20,6.84830,6.85721,6.60983,6.16277,5.64407,5.26012,101.461275851878
2023-01-19,6.84816,6.85656,6.60153,6.15015,5.63374,5.25068,101.442204717391
2023-01-18,6.84773,6.86028,6.59353,6.13767,5.60406,5.24133,101.423198287904
2023-01-17,6.84644,6.85958,6.58556,6.11038,5.59856,5.23196,101.404192641826
2023-01-16,6.84301,6.85843,6.57082,6.10521,5.59297,5.21465,101.385151677038
2023-01-13,6.83915,6.85890,6.55466,6.07518,5.57145,5.19444,101.328194127479
2023-01-12,6.83515,6.85806,6.54640,6.06262,5.56099,5.18502,101.309150782725
2023-01-11,6.83472,6.86058,6.53841,6.05016,5.55060,5.17565,101.290177606169
2023-01-10,6.83457,6.86019,6.53066,6.02396,5.53093,5.16631,101.271221853081
2023-01-09,6.83661,6.85985,6.51664,6.01847,5.52519,5.14948,101.252272420947
2023-01-06,6.83560,6.85978,6.49948,5.98812,5.49866,5.12903,101.195464336994
2023-01-05,6.83546,6.85988,6.49149,5.97569,5.48817,5.11972,101.176523537396
2023-01-04,6.83731,6.86238,6.48343,5.96325,5.47769,5.11041,101.157583512034
2023-01-03,6.84100,6.86208,6.47557,5.93769,5.45835,5.10112,101.138655343413
2022-12-30,6.84044,6.86263,6.44653,5.90718,5.42562,5.06416,101.062977171029
2022-12-29,6.84130,6.86310,6.43851,5.89467,5.41523,5.05482,101.044063936924
2022-12-28,6.84173,6.86293,6.43041,5.88208,5.40479,5.04546,101.025112732900
2022-12-23,6.85379,6.81367,6.38683,5.81953,5.35104,4.99893,100.930569823796
2022-12-22,6.85476,6.78913,6.37048,5.80695,5.33980,4.98959,100.911664783693
2022-12-21,6.85561,6.76376,6.35412,5.79432,5.31436,4.98026,100.892730120642
2022-12-20,6.85576,6.70051,6.33760,5.78168,5.30781,4.97092,100.873793484123
2022-12-19,6.85476,6.69469,6.32123,5.75792,5.30126,4.95514,100.854888028126
2022-12-15,6.84401,6.61285,6.25721,5.71849,5.26079,4.92413,100.779179395276
2022-12-14,6.84329,6.58769,6.24124,5.70580,5.24950,4.91475,100.760253031036
2022-12-13,6.84301,6.53592,6.22482,5.69313,5.22942,4.90539,100.741338499728
2022-12-12,6.84315,6.52506,6.20860,5.67031,5.22262,4.88998,100.722477181056
2022-12-09,6.84315,6.46170,6.16012,5.64265,5.19312,4.86808,100.665776148403
2022-12-08,6.85273,6.43875,6.14448,5.63038,5.18208,4.85893,100.647075094614
2022-12-07,6.85202,6.41456,6.12807,5.61771,5.17077,4.84962,100.628187321701
2022-12-06,6.85130,6.37221,6.11171,5.60504,5.15110,4.84027,100.609303093331
2022-12-05,6.85216,6.35606,6.09542,5.58251,5.14403,4.82489,100.590463739629
2022-12-02,6.84573,6.29013,6.04595,5.55370,5.11421,4.80254,100.533837023044
2022-12-01,6.73875,6.26554,6.02975,5.54086,5.10295,4.79313,100.514976007409
2022-11-30,6.63149,6.24052,6.01341,5.52813,5.09168,4.78376,100.496126788669
2022-11-29,6.52566,6.21283,5.99167,5.50228,5.08433,4.77437,100.477281104657
2022-11-28,6.41855,6.19137,5.96649,5.49401,5.07694,4.75935,100.458449961790
2022-11-25,6.10119,6.12286,5.92886,5.46045,5.04299,4.73679,100.402021275093
2022-11-24,6.10205,6.12371,5.92110,5.45191,5.03448,4.72948,100.385241813167
2022-11-23,6.10305,6.12928,5.91333,5.44337,5.02595,4.72220,100.368478902280
2022-11-22,6.10248,6.12898,5.90543,5.42687,5.01737,4.71489,100.351691301538
2022-11-21,6.10420,6.12912,5.88807,5.42237,5.00883,4.70225,100.334942238440
2022-11-18,6.10677,6.13119,5.87371,5.39552,4.98317,4.68519,100.284679007817
2022-11-17,6.10477,6.13161,5.86605,5.38430,4.97459,4.67729,100.267902676813
2022-11-16,6.10162,6.13604,5.85845,5.37311,4.96602,4.66940,100.251140136860
2022-11-15,6.10091,6.13608,5.85076,5.34957,4.95747,4.66150,100.234383144916
2022-11-14,6.10434,6.13605,5.83540,5.34459,4.94892,4.64738,100.217620718218
2022-11-11,6.09790,6.13742,5.81987,5.31724,4.92373,4.62995,100.167366887466
2022-11-10,6.10334,6.13862,5.81250,5.30607,4.91524,4.62211,100.150648588786
2022-11-09,6.11077,6.14137,5.80218,5.29506,4.90680,4.61428,100.133965995711
2022-11-08,6.11335,6.14173,5.79801,5.27239,4.89830,4.60641,100.117242301839
2022-11-07,6.10906,6.14111,5.78343,5.26688,4.88968,4.59248,100.100433656418
2022-11-04,6.12578,6.14309,5.76726,5.23933,4.86423,4.57491,100.050361876681
2022-11-03,6.12707,6.14270,5.75922,5.22799,4.85551,4.56697,100.033558979418
2022-11-02,6.12707,6.14199,5.75102,5.22216,4.84681,4.55903,100.016753424658
2022-11-01,6.12836,6.14189,5.74327,5.21638,4.83817,4.55400,100.000000000000
2022-10-31,6.13236,6.14283,5.72871,5.18876,4.82976,4.53761,0.000000000000
2022-10-28,6.14394,6.14169,5.70961,5.16539,4.80356,4.51943,0.000000000000
2022-10-27,6.14223,6.14085,5.70105,5.14887,4.79398,4.51145,0.000000000000
2022-10-26,6.13908,6.14018,5.69256,5.14262,4.78440,4.50349,0.000000000000
2022-10-25,6.13794,6.13086,5.68348,5.13132,4.77486,4.49554,0.000000000000
2022-10-24,6.13693,6.12996,5.66822,5.11005,4.76530,4.48215,0.000000000000
2022-10-21,6.13479,6.07618,5.63877,5.08540,4.73615,4.46343,0.000000000000
2022-10-20,6.13422,6.05086,5.62205,5.07401,4.72652,4.45544,0.000000000000
2022-10-19,6.13450,6.02620,5.60551,5.06296,4.71696,4.44751,0.000000000000
2022-10-18,6.13422,5.96940,5.58892,5.03360,4.70741,4.43958,0.000000000000
2022-10-17,6.13565,5.96354,5.55314,5.02692,4.69782,4.42645,0.000000000000
2022-10-14,6.12664,5.90623,5.52141,5.00598,4.66868,4.40747,0.000000000000
2022-10-13,6.12478,5.88134,5.50476,4.99465,4.65908,4.39946,0.000000000000
2022-10-12,6.12435,5.85686,5.48828,4.98336,4.64952,4.39154,0.000000000000
2022-10-11,6.12292,5.80784,5.47174,4.97206,4.63994,4.38357,0.000000000000
2022-10-10,6.12135,5.79647,5.43851,4.95225,4.63031,4.37060,0.000000000000
2022-10-07,6.11663,5.73436,5.40502,4.92632,4.60150,4.35149,0.000000000000
2022-10-06,6.11692,5.71002,5.38849,4.91500,4.59196,4.34354,0.000000000000
2022-10-05,6.11864,5.68544,5.37198,4.90353,4.58245,4.33559,0.000000000000
2022-10-04,6.12021,5.64457,5.35556,4.89213,4.57298,4.32767,0.000000000000
2022-10-03,6.11935,5.62832,5.32435,4.87295,4.56345,4.31507,0.000000000000
2022-09-30,6.07561,5.56231,5.28870,4.84651,4.53524,4.29578,0.000000000000
2022-09-29,5.96979,5.53477,5.27212,4.83159,4.52268,4.28786,0.000000000000
2022-09-28,5.86426,5.50967,5.25545,4.82028,4.51314,4.27992,0.000000000000
2022-09-27,5.75801,5.48983,5.23894,4.80212,4.49523,4.27202,0.000000000000
2022-09-26,5.65248,5.46881,5.21074,4.79423,4.48861,4.25779,0.000000000000
2022-09-23,5.40291,5.40686,5.17598,4.76293,4.46685,4.24124,0.000000000000
2022-09-22,5.40334,5.40738,5.16748,4.75455,4.46014,4.23545,0.000000000000
2022-09-21,5.40920,5.40659,5.15889,4.73339,4.45342,4.22964,0.000000000000
2022-09-20,5.41049,5.40688,5.15042,4.72926,4.44676,4.22385,0.000000000000
2022-09-19,5.41149,5.40711,5.13171,4.72508,4.43483,4.21398,0.000000000000
2022-09-16,5.39862,5.40427,5.10962,4.70315,4.41671,4.20008,0.000000000000
2022-09-15,5.39919,5.40521,5.10597,4.69476,4.41256,4.19428,0.000000000000
2022-09-14,5.39276,5.40604,5.09687,4.68611,4.40565,4.18837,0.000000000000
2022-09-13,5.39319,5.40603,5.08825,4.66994,4.39892,4.18256,0.000000000000
2022-09-12,5.39233,5.40601,5.07071,4.66541,4.38731,4.17301,0.000000000000
2022-09-09,5.37947,5.40906,5.05319,4.64356,4.37182,4.15916,0.000000000000
2022-09-08,5.38175,5.40920,5.04458,4.63511,4.36511,4.15337,0.000000000000
2022-09-07,5.38190,5.41098,5.03596,4.62664,4.35843,4.14757,0.000000000000
2022-09-06,5.38662,5.41103,5.02728,4.61086,4.35170,4.14177,0.000000000000
2022-09-05,5.38762,5.41136,5.00983,4.60605,4.34003,4.13247,0.000000000000
2022-09-02,5.41549,5.41361,4.99155,4.58430,4.32440,4.11870,0.000000000000
2022-09-01,5.40806,5.41413,4.98239,4.57579,4.31752,4.11288,0.000000000000
2022-08-31,5.41034,5.41147,4.97356,4.56736,4.31075,4.10711,0.000000000000
2022-08-30,5.40677,5.41049,4.96429,4.56204,4.30605,4.10122,0.000000000000
2022-08-29,5.40763,5.41058,4.94858,4.55685,4.29921,4.09211,0.000000000000
2022-08-26,5.38018,5.40305,4.92700,4.53025,4.27798,4.07753,0.000000000000
2022-08-25,5.38619,5.40162,4.91854,4.52509,4.27123,4.07185,0.000000000000
2022-08-24,5.38833,5.39458,4.90945,4.51641,4.26427,4.06601,0.000000000000
2022-08-23,5.39148,5.39386,4.90037,4.50772,4.25734,4.06019,0.000000000000
