Selections
Start Date: 2022-04-28
End Date: 2026-05-28
Selected benchmarks: Compounded ZARONIA
Report Data: Rates
Date,1-week average,1-month average,3-month average,6-month average,9-month average,12-month average,Index
2025-03-03,7.36496,7.38072,7.60309,7.86319,8.08652,8.24459,119.914886794740
2025-02-28,7.37225,7.38589,7.61388,7.87956,8.09534,8.24842,119.842419889278
2025-02-27,7.37111,7.42083,7.61843,7.88999,8.10396,8.25218,119.818242865752
2025-02-26,7.37039,7.44490,7.62130,7.89430,8.11061,8.25444,119.794074001068
2025-02-25,7.36868,7.44589,7.62422,7.90465,8.11166,8.25970,119.769906730847
2025-02-24,7.36668,7.44706,7.63082,7.90599,8.11274,8.26047,119.745750896221
2025-02-21,7.35938,7.47058,7.63842,7.91576,8.12139,8.26568,119.673219089298
2025-02-20,7.35938,7.47895,7.64419,7.92008,8.12433,8.26795,119.649102419531
2025-02-19,7.35881,7.49738,7.64992,7.92436,8.13085,8.27021,119.624984056307
2025-02-18,7.35895,7.50038,7.65570,7.93426,8.13202,8.27539,119.600890211219
2025-02-17,7.36081,7.50375,7.66959,7.93582,8.13322,8.27625,119.576814320577
2025-02-14,7.36811,7.52902,7.67907,7.94598,8.14201,8.28163,119.504551718906
2025-02-13,7.36839,7.53726,7.68480,7.95026,8.14494,8.28389,119.480469039160
2025-02-12,7.36868,7.55395,7.69053,7.95456,8.15133,8.28616,119.456397756817
2025-02-11,7.36868,7.55868,7.69628,7.96654,8.15257,8.29116,119.432334595485
2025-02-10,7.36796,7.56350,7.70906,7.96818,8.15379,8.29202,119.408250115010
2025-02-07,7.38126,7.58682,7.71880,7.97560,8.16233,8.29728,119.335922737399
2025-02-06,7.41845,7.59497,7.72447,7.97988,8.16522,8.29951,119.311867503620
2025-02-05,7.45564,7.60757,7.73015,7.98417,8.17138,8.30176,119.287823653794
2025-02-04,7.49368,7.61396,7.73586,7.99350,8.17269,8.30688,119.263794449839
2025-02-03,7.53044,7.62071,7.74786,7.99533,8.17400,8.30780,119.239760287744
2025-01-31,7.62910,7.64204,7.75745,8.00504,8.18219,8.31286,119.167231519301
2025-01-30,7.62852,7.64210,7.76028,8.00789,8.18253,8.31438,119.142361775345
2025-01-29,7.62809,7.64476,7.76315,8.01073,8.18450,8.31589,119.117503747235
2025-01-28,7.62709,7.64394,7.76600,8.01829,8.18966,8.32008,119.092641119143
2025-01-27,7.62724,7.64331,7.77478,8.01880,8.19004,8.32027,119.067803249172
2025-01-24,7.61651,7.64312,7.77733,8.02469,8.19412,8.32331,118.993130984373
2025-01-23,7.61637,7.64334,7.78024,8.02751,8.19605,8.32482,118.968310609433
2025-01-22,7.61723,7.64648,7.78314,8.03035,8.19800,8.32633,118.943498669738
2025-01-21,7.61694,7.64593,7.78604,8.03751,8.20301,8.33040,118.918695162169
2025-01-20,7.61637,7.64533,7.79423,8.03812,8.20343,8.33061,118.893890313546
2025-01-17,7.62409,7.64662,7.79795,8.04450,8.20784,8.33389,118.819571113313
2025-01-16,7.62409,7.65033,7.80081,8.04733,8.20978,8.33539,118.794790194613
2025-01-15,7.62280,7.64965,7.80359,8.05012,8.21170,8.33688,118.769994924440
2025-01-14,7.62280,7.64927,7.80651,8.05731,8.21671,8.34095,118.745234103159
2025-01-13,7.62266,7.64891,7.81426,8.05804,8.21719,8.34120,118.720478443941
2025-01-10,7.62009,7.64864,7.81775,8.06429,8.22147,8.34433,118.646092219986
2025-01-09,7.62052,7.64890,7.82061,8.06719,8.22344,8.34588,118.621347481911
2025-01-08,7.62427,7.65078,7.82350,8.07013,8.22543,8.34738,118.596617650214
2025-01-07,7.62458,7.65043,7.82636,8.07723,8.23038,8.35136,118.571892974121
2025-01-06,7.62615,7.65014,7.83363,8.07807,8.23091,8.35164,118.547176699746
2025-01-03,7.63001,7.65007,7.83776,8.08455,8.23532,8.35484,118.472957449197
2025-01-02,7.63458,7.65026,7.84065,8.08742,8.23728,8.35634,118.448239086536
2024-12-31,7.63385,7.65086,7.84635,8.09715,8.24530,8.36169,118.398764621933
2024-12-30,7.63399,7.65022,7.84719,8.09804,8.24583,8.36196,118.374048769175
2024-12-27,7.63613,7.64896,7.85629,8.10259,8.24880,8.36517,118.299850454751
2024-12-24,7.63196,7.65170,7.86658,8.11111,8.25731,8.37195,118.225679226570
2024-12-23,7.63664,7.65106,7.86763,8.11766,8.25789,8.37224,118.200996267842
2024-12-20,7.63213,7.66481,7.87636,8.12233,8.26223,8.37554,118.126857910007
2024-12-19,7.63270,7.67330,7.88192,8.12519,8.26416,8.37702,118.102192348027
2024-12-18,7.63284,7.68181,7.88747,8.12805,8.26611,8.37852,118.077538405008
2024-12-17,7.63299,7.70582,7.89301,8.13638,8.27063,8.38358,118.052889608523
2024-12-13,7.62810,7.72382,7.91512,8.14233,8.27561,8.38593,117.954208794283
2024-12-12,7.62738,7.73204,7.92065,8.14518,8.27753,8.38742,117.929566361334
2024-12-11,7.62667,7.74045,7.92624,8.14805,8.27947,8.38890,117.904945224554
2024-12-10,7.62638,7.76041,7.93183,8.15092,8.28402,8.39259,117.880329228132
2024-12-09,7.62652,7.76326,7.93741,8.15718,8.28469,8.39293,117.855718370997
2024-12-06,7.62652,7.78300,7.95428,8.16246,8.28921,8.39620,117.781903000282
2024-12-05,7.62681,7.79132,7.95981,8.16532,8.29112,8.39766,117.757312692409
2024-12-04,7.62781,7.79977,7.96540,8.16820,8.29306,8.39913,117.732743642866
2024-12-03,7.62824,7.81611,7.97098,8.17108,8.29746,8.40285,117.708170046818
2024-12-02,7.62910,7.82071,7.97653,8.17239,8.29817,8.40322,117.683591909253
2024-11-29,7.63768,7.84534,7.99672,8.18529,8.30158,8.40666,117.609884344749
2024-11-28,7.66743,7.85356,8.00223,8.18663,8.30354,8.40821,117.585323508956
2024-11-27,7.70376,7.86669,8.00779,8.18946,8.30549,8.40975,117.560767802279
2024-11-26,7.73995,7.87266,8.01336,8.19520,8.30744,8.41366,117.536220443144
2024-11-25,7.77514,7.87888,8.02490,8.19655,8.31179,8.41404,117.511658896685
2024-11-22,7.87808,7.90173,8.03515,8.20328,8.31505,8.41732,117.437866089596
2024-11-21,7.88423,7.90312,8.03835,8.20491,8.31619,8.41821,117.412672225244
2024-11-20,7.88380,7.90507,8.04103,8.20628,8.31714,8.41897,117.387335857247
2024-11-19,7.88323,7.90427,8.04371,8.21042,8.31809,8.42204,117.362011385968
2024-11-18,7.88294,7.90351,8.05152,8.21046,8.32138,8.42171,117.336695592056
2024-11-15,7.88123,7.90244,8.05426,8.21312,8.32191,8.42287,117.260701019929
2024-11-14,7.88109,7.90244,8.05695,8.21448,8.32286,8.42365,117.235407079361
2024-11-13,7.88051,7.90434,8.05961,8.21586,8.32381,8.42442,117.210118594869
2024-11-12,7.88023,7.90364,8.06231,8.21992,8.32478,8.42741,117.184845194832
2024-11-11,7.87966,7.90292,8.07169,8.22002,8.32791,8.42710,117.159574035205
2024-11-08,7.87966,7.90212,8.07267,8.22274,8.32852,8.42830,117.083732646411
2024-11-07,7.88023,7.90195,8.07530,8.22409,8.32946,8.42907,117.058480085529
2024-11-06,7.88080,7.90382,8.07801,8.22545,8.33040,8.42984,117.033242588203
2024-11-05,7.88166,7.90317,8.08075,8.22929,8.33135,8.43316,117.008013737022
2024-11-04,7.88280,7.90257,8.08795,8.22946,8.33471,8.43288,116.982793528740
2024-11-01,7.88538,7.90238,8.09167,8.23110,8.33537,8.43413,116.907066575999
2024-10-31,7.88580,7.90251,8.09436,8.23358,8.33635,8.43491,116.881839312161
2024-10-30,7.88623,7.90172,8.09711,8.23376,8.33734,8.43573,116.856627094671
2024-10-29,7.88609,7.90565,8.09982,8.23518,8.33833,8.43887,116.831417115460
2024-10-28,7.88580,7.90487,8.10653,8.23907,8.34149,8.43858,116.806209375426
2024-10-25,7.88366,7.90373,8.11039,8.24071,8.34214,8.43982,116.730539203150
2024-10-24,7.88266,7.90459,8.11301,8.24208,8.34308,8.44061,116.705340441834
2024-10-23,7.88180,7.90377,8.11563,8.24344,8.34404,8.44140,116.680156708285
2024-10-22,7.88123,7.90705,8.11830,8.24482,8.34501,8.44443,116.654987995121
2024-10-21,7.88123,7.90637,8.12420,8.24849,8.34803,8.44416,116.629824711023
2024-10-18,7.88037,7.92145,8.12859,8.25032,8.34877,8.44542,116.554316673432
2024-10-17,7.87966,7.92957,8.13124,8.25171,8.34973,8.44622,116.529178296722
2024-10-16,7.87966,7.93782,8.13392,8.25311,8.35069,8.44702,116.504051724252
2024-10-15,7.87980,7.96109,8.13662,8.25451,8.35167,8.44996,116.478933760207
2024-10-14,7.87894,7.96214,8.14256,8.25820,8.35470,8.44971,116.453808452219
2024-10-11,7.87808,7.97950,8.14741,8.26019,8.35550,8.45102,116.378433488721
2024-10-10,7.87837,7.98796,8.15024,8.26163,8.35648,8.45182,116.353348981786
2024-10-09,7.87923,7.99628,8.15306,8.26308,8.35751,8.45260,116.328260322464
2024-10-08,7.88080,8.01569,8.15593,8.26453,8.35846,8.45535,116.303177072877
2024-10-07,7.88266,8.01870,8.16176,8.26820,8.36142,8.45513,116.278108786903
2024-10-04,7.89295,8.03779,8.16713,8.27032,8.36229,8.45639,116.202866634847
2024-10-03,7.89481,8.04608,8.16993,8.27177,8.36324,8.45716,116.177813605508
2024-10-02,7.89567,8.05413,8.17269,8.27318,8.36420,8.45786,116.152743706469
2024-10-01,7.89487,8.05829,8.17541,8.27353,8.36415,8.45761,116.127663312773
2024-09-30,7.89500,8.07421,8.18083,8.27890,8.36798,8.46019,116.102591514792
2024-09-27,7.89243,8.09607,8.18588,8.28072,8.36963,8.46117,116.027234210293
2024-09-26,7.92604,8.10393,8.18860,8.28211,8.37444,8.46185,116.002177739902
2024-09-25,7.95923,8.11675,8.19133,8.28349,8.37439,8.46535,115.977126680539
2024-09-23,8.02699,8.12845,8.19889,8.28730,8.37435,8.46488,115.927065244857
2024-09-20,8.12693,8.15061,8.20451,8.29028,8.37624,8.46595,115.851878962422
2024-09-19,8.12722,8.15057,8.20459,8.29029,8.37626,8.46594,115.826114791847
2024-09-18,8.12793,8.15232,8.20467,8.29034,8.37630,8.46593,115.800365866659
2024-09-17,8.12865,8.15164,8.20798,8.29220,8.37927,8.46776,115.774622665630
2024-09-16,8.12894,8.15092,8.20711,8.29129,8.37835,8.46683,115.748878846493
2024-09-13,8.12808,8.14983,8.20516,8.29030,8.37643,8.46579,115.671594376026
2024-09-12,8.12736,8.14966,8.20523,8.29031,8.37647,8.46578,115.645863963389
2024-09-11,8.12665,8.15111,8.20530,8.29034,8.37646,8.46576,115.620139274320
2024-09-10,8.12622,8.15020,8.20537,8.29235,8.37827,8.46756,115.594420307544
2024-09-09,8.12593,8.14934,8.20751,8.29143,8.37734,8.46663,115.568710227351
2024-09-06,8.12722,8.14751,8.20566,8.29044,8.37632,8.46560,115.491565026066
2024-09-05,8.12894,8.14754,8.20576,8.29044,8.37632,8.46556,115.465890473543
2024-09-04,8.12965,8.14975,8.20583,8.29047,8.37631,8.46556,115.440221628646
2024-09-03,8.13065,8.14893,8.20593,8.29239,8.37822,8.46728,115.414552167427
2024-09-02,8.13180,8.14811,8.20508,8.29149,8.37730,8.46634,115.388888414108
2024-08-30,8.13394,8.14751,8.20549,8.28957,8.37547,8.46537,115.311834834612
2024-08-29,8.13351,8.14725,8.20642,8.28861,8.37548,8.46537,115.286162343446
2024-08-28,8.13337,8.14932,8.20553,8.28866,8.37559,8.46536,115.260517667721
2024-08-27,8.13265,8.14827,8.20551,8.28867,8.37566,8.46726,115.234866070822
2024-08-26,8.13151,8.14717,8.20739,8.28868,8.37788,8.46631,115.209217027053
2024-08-23,8.12593,8.14550,8.20526,8.28867,8.37596,8.46528,115.132236144228
2024-08-22,8.12465,8.14520,8.20523,8.28867,8.37600,8.46527,115.106613096792
2024-08-21,8.12422,8.14615,8.20523,8.28869,8.37605,8.46527,115.081011512861
2024-08-20,8.12350,8.14515,8.20524,8.28872,8.37610,8.46717,115.055415623139
2024-08-19,8.12322,8.14422,8.20717,8.28874,8.37828,8.46623,115.029831727962
2024-08-16,8.11996,8.14365,8.20537,8.28888,8.37648,8.46527,114.953093451933
2024-08-15,8.11872,8.14358,8.20539,8.28892,8.37658,8.46525,114.927538605267
2024-08-14,8.11787,8.14590,8.20538,8.28895,8.37667,8.46523,114.901986292315
2024-08-13,8.11787,8.14506,8.20543,8.28898,8.37674,8.46704,114.876445953715
2024-08-12,8.11801,8.14418,8.20738,8.28900,8.37884,8.46611,114.850908146303
2024-08-08,8.12465,8.14590,8.20583,8.28918,8.37725,8.46528,114.748872819831
2024-08-07,8.12608,8.14890,8.20586,8.28921,8.37734,8.46528,114.723379084824
2024-08-06,8.12722,8.14815,8.20582,8.28921,8.37741,8.46716,114.697878446917
2024-08-05,8.12765,8.14735,8.20749,8.28920,8.37995,8.46623,114.672377195254
2024-08-02,8.12765,8.14736,8.20564,8.28949,8.37817,8.46521,114.595849145311
2024-08-01,8.12693,8.14759,8.20473,8.28950,8.37824,8.46517,114.570354887164
2024-07-31,8.12636,8.15055,8.20539,8.28955,8.37832,8.46513,114.544869438268
2024-07-30,8.12507,8.14960,8.20447,8.28959,8.37843,8.46701,114.519383384809
2024-07-29,8.12450,8.14874,8.20452,8.28965,8.38079,8.46607,114.493912410322
2024-07-26,8.11850,8.14810,8.20469,8.28977,8.37903,8.46513,114.417503461093
2024-07-25,8.11835,8.14854,8.20474,8.28982,8.37914,8.46516,114.392064546355
2024-07-24,8.11778,8.14911,8.20478,8.28986,8.37925,8.46520,114.366631287556
2024-07-23,8.11778,8.15133,8.20482,8.28993,8.37938,8.46713,114.341213079257
2024-07-22,8.11750,8.15066,8.20484,8.28997,8.38163,8.46620,114.315794257717
2024-07-19,8.12307,8.15132,8.20521,8.29018,8.38001,8.46537,114.239635543973
2024-07-18,8.12322,8.15159,8.20529,8.29022,8.38011,8.46540,114.214239303803
2024-07-17,8.12479,8.15567,8.20534,8.29027,8.38023,8.46543,114.188858092688
2024-07-16,8.12651,8.15515,8.20538,8.29030,8.38034,8.46735,114.163479394830
2024-07-15,8.12894,8.15467,8.20542,8.29035,8.38250,8.46643,114.138106337438
2024-07-12,8.13194,8.15426,8.20559,8.29042,8.38076,8.46552,114.061944208554
2024-07-11,8.13237,8.15460,8.20569,8.29044,8.38086,8.46554,114.036584346769
2024-07-10,8.13237,8.15470,8.20568,8.29042,8.38091,8.46554,114.011208263045
2024-07-09,8.13237,8.15685,8.20568,8.29048,8.38095,8.46734,113.985831581746
2024-07-08,8.13208,8.15587,8.20563,8.29041,8.38283,8.46637,113.960444941257
2024-07-05,8.13380,8.15476,8.20567,8.29029,8.38095,8.46537,113.884335883581
2024-07-04,8.13480,8.15486,8.20573,8.29028,8.38099,8.46536,113.859006153992
2024-07-03,8.13552,8.15496,8.20575,8.29023,8.38101,8.46537,113.833669586000
2024-07-02,8.13609,8.15415,8.20573,8.29023,8.38097,8.46441,113.808332421363
2024-07-01,8.13680,8.15323,8.20476,8.28927,8.38003,8.46345,113.782991546342
2024-06-28,8.13294,8.15365,8.20620,8.29089,8.38072,8.46489,113.706963643664
2024-06-27,8.13266,8.15355,8.20625,8.29094,8.38069,8.46477,113.681651567437
2024-06-26,8.13223,8.15518,8.20625,8.29467,8.38062,8.46462,113.656338899522
2024-06-25,8.13137,8.15415,8.20622,8.29370,8.38327,8.46617,113.631028755308
2024-06-24,8.13622,8.15299,8.20813,8.29272,8.38231,8.46518,113.605711800246
2024-06-21,8.13517,8.15287,8.20727,8.29100,8.38045,8.46399,113.529886277844
2024-06-20,8.13531,8.15274,8.20634,8.29112,8.38042,8.46388,113.504619838496
2024-06-19,8.13560,8.15442,8.20629,8.29110,8.38039,8.46372,113.479355913944
2024-06-18,8.13602,8.15356,8.20630,8.29112,8.38035,8.46588,113.454103827930
2024-06-14,8.13423,8.15084,8.20578,8.29107,8.38004,8.46273,113.353036397341
2024-06-13,8.13451,8.15061,8.20573,8.29106,8.38000,8.46255,113.327806212319
2024-06-12,8.13409,8.15236,8.20569,8.29108,8.37995,8.46237,113.302575436069
2024-06-11,8.13351,8.15134,8.20567,8.29104,8.37991,8.46378,113.277353379879
2024-06-10,8.13351,8.15031,8.20772,8.29274,8.38161,8.46281,113.252136938320
2024-06-07,8.12536,8.14853,8.20562,8.29071,8.37963,8.46145,113.176482335786
2024-06-06,8.12508,8.14798,8.20551,8.29064,8.37956,8.46124,113.151285249580
2024-06-05,8.12692,8.14925,8.20542,8.29059,8.37948,8.46105,113.126103069102
2024-06-04,8.12568,8.14825,8.20539,8.29054,8.37946,8.46238,113.100932688932
2024-06-03,8.12525,8.14713,8.20726,8.29239,8.38104,8.46141,113.075755520025
2024-05-31,8.13082,8.14731,8.20583,8.29088,8.37933,8.46021,113.000395092152
2024-05-30,8.13097,8.14620,8.20488,8.28994,8.37933,8.46006,112.975243398239
2024-05-28,8.12951,8.14857,8.20396,8.29010,8.37929,8.46096,112.924956213628
2024-05-27,8.12908,8.14755,8.20400,8.29021,8.38117,8.45999,112.899827495858
2024-05-24,8.12865,8.14620,8.20520,8.29069,8.37930,8.45580,112.824463845091
2024-05-23,8.12736,8.14586,8.20425,8.29078,8.37929,8.45417,112.799348220352
2024-05-22,8.12679,8.14573,8.20429,8.29086,8.37929,8.45255,112.774253631640
2024-05-21,8.12622,8.14759,8.20434,8.29094,8.37929,8.44966,112.749170802409
2024-05-20,8.12593,8.14664,8.20437,8.29101,8.38114,8.44867,112.724090464364
2024-05-17,8.12593,8.14533,8.20541,8.29140,8.37926,8.44444,112.648853375389
2024-05-16,8.12522,8.14529,8.20455,8.29150,8.37924,8.44286,112.623804607010
2024-05-15,8.12436,8.14529,8.20462,8.29162,8.37921,8.44126,112.598761408514
2024-05-14,8.12407,8.14797,8.20468,8.29176,8.37918,8.43853,112.573729945713
2024-05-13,8.12293,8.14709,8.20470,8.29185,8.38090,8.43752,112.548694799054
2024-05-10,8.11950,8.14606,8.20537,8.29212,8.37902,8.43331,112.473574776974
2024-05-09,8.12078,8.14650,8.20458,8.29225,8.37997,8.43174,112.448580384298
2024-05-08,8.12079,8.14700,8.20469,8.29239,8.37908,8.43016,112.423594625405
2024-05-07,8.11995,8.14992,8.20471,8.29250,8.37908,8.42756,112.398608260818
2024-05-06,8.12196,8.14937,8.20475,8.29262,8.38093,8.42655,112.373636683636
2024-05-03,8.12710,8.14928,8.20638,8.29372,8.37910,8.42243,112.298707294117
2024-05-02,8.12696,8.14938,8.20549,8.29384,8.37906,8.42085,112.273724083514
2024-04-30,8.12951,8.15279,8.20587,8.29419,8.37905,8.41678,112.223847501208
2024-04-29,8.12851,8.15184,8.20691,8.29776,8.38087,8.41570,112.198871724968
2024-04-26,8.12508,8.15091,8.20697,8.29603,8.37990,8.41144,112.123948352357
2024-04-25,8.12536,8.15114,8.20703,8.29617,8.37992,8.40988,112.099007091080
2024-04-24,8.12493,8.15352,8.20706,8.29631,8.37996,8.40832,112.074071377830
2024-04-23,8.12493,8.15285,8.20715,8.29647,8.38185,8.40534,112.049153487998
2024-04-22,8.12493,8.15216,8.20722,8.29883,8.38094,8.40426,112.024238069788
2024-04-19,8.12793,8.15267,8.20725,8.29720,8.38003,8.40003,111.949504874288
2024-04-18,8.12836,8.15273,8.20725,8.29731,8.38004,8.39846,111.924596285366
2024-04-17,8.12908,8.15429,8.20730,8.29745,8.38006,8.39690,111.899708563884
2024-04-16,8.13037,8.15364,8.20733,8.29759,8.38194,8.39438,111.874829440854
2024-04-15,8.13165,8.15298,8.20738,8.29981,8.38104,8.39326,111.849952785602
2024-04-12,8.13294,8.15264,8.20734,8.29811,8.38009,8.38887,111.775271592497
2024-04-11,8.13294,8.15260,8.20728,8.29820,8.38009,8.38724,111.750392587287
2024-04-10,8.13323,8.15502,8.20727,8.29828,8.38009,8.38376,111.725528300537
2024-04-09,8.13308,8.15412,8.20738,8.29834,8.38182,8.38259,111.700660367218
2024-04-08,8.13437,8.15318,8.20728,8.30019,8.38088,8.38142,111.675794910088
2024-04-05,8.12982,8.15212,8.20701,8.29834,8.37988,8.37743,111.601202500877
2024-04-04,8.12856,8.15192,8.20693,8.29837,8.37984,8.37582,111.576362240067
2024-04-03,8.12942,8.15377,8.20683,8.29839,8.37984,8.37422,111.551530563743
2024-04-02,8.12999,8.15286,8.20683,8.29834,8.37891,8.37304,111.526704413788
2024-03-28,8.13506,8.15080,8.20676,8.29732,8.37845,8.36017,111.402696425958
2024-03-27,8.13383,8.15067,8.20682,8.29724,8.37827,8.35712,111.377885094897
2024-03-26,8.13283,8.15063,8.21047,8.29715,8.37807,8.35040,111.353085389935
2024-03-25,8.13240,8.15303,8.20952,8.29965,8.37949,8.34915,111.328294256353
2024-03-22,8.12854,8.15087,8.20662,8.29689,8.37738,8.34177,111.253943093781
2024-03-20,8.12751,8.15066,8.20707,8.29681,8.37708,8.33562,111.204415998262
2024-03-19,8.12779,8.15066,8.20708,8.29678,8.37688,8.32900,111.179676235785
2024-03-18,8.12779,8.15277,8.20710,8.29671,8.37878,8.32770,111.154932843200
2024-03-15,8.13251,8.15146,8.20845,8.29659,8.37600,8.32031,111.080779575388
2024-03-14,8.13223,8.15132,8.20754,8.29653,8.37577,8.31725,111.056058192572
2024-03-13,8.13165,8.15128,8.20757,8.29649,8.37556,8.31420,111.031351435411
2024-03-12,8.13065,8.15114,8.20765,8.29644,8.37533,8.30770,111.006644093586
2024-03-11,8.12994,8.15225,8.20759,8.29639,8.37656,8.30634,110.981939209858
2024-03-08,8.12736,8.14969,8.20709,8.29607,8.37437,8.29880,110.907801143006
2024-03-07,8.12808,8.14945,8.20698,8.29601,8.37414,8.29576,110.883124331528
2024-03-06,8.12965,8.14931,8.20697,8.29596,8.37392,8.29273,110.858468193314
2024-03-05,8.13108,8.14927,8.20696,8.29589,8.37369,8.28650,110.833820573545
2024-03-04,8.13223,8.15280,8.20689,8.29587,8.37484,8.28511,110.809169328204
2024-03-01,8.13523,8.15094,8.20686,8.29546,8.37267,8.27759,110.735201247612
2024-02-29,8.13494,8.15101,8.20711,8.29545,8.37245,8.27455,110.710547676885
2024-02-28,8.13423,8.15525,8.20831,8.29721,8.37474,8.27310,110.685896563100
2024-02-27,8.13380,8.15432,8.20850,8.29901,8.37377,8.27004,110.661257000479
2024-02-26,8.13294,8.15335,8.21120,8.29809,8.37280,8.26383,110.636619892357
2024-02-23,8.13122,8.15265,8.20935,8.29706,8.36641,8.25783,110.562703424166
2024-02-22,8.13094,8.15259,8.20946,8.29703,8.36430,8.25477,110.538094313087
2024-02-21,8.13051,8.15406,8.20957,8.29702,8.35996,8.25172,110.513496733704
2024-02-20,8.13008,8.15319,8.20967,8.29879,8.35895,8.24869,110.488904627918
2024-02-19,8.12979,8.15238,8.21223,8.29790,8.35795,8.24258,110.464324046003
2024-02-16,8.12550,8.15174,8.21045,8.29683,8.35162,8.23648,110.390558957428
2024-02-15,8.12522,8.15168,8.21063,8.29676,8.34951,8.23346,110.365994208471
2024-02-14,8.12450,8.15376,8.21084,8.29669,8.34540,8.23043,110.341443992946
2024-02-13,8.12350,8.15297,8.21098,8.29828,8.34436,8.22740,110.316899238460
2024-02-12,8.12293,8.15222,8.21330,8.29740,8.34331,8.22135,110.292362964836
2024-02-09,8.13237,8.15298,8.21189,8.29743,8.33715,8.21522,110.218803237525
2024-02-08,8.13251,8.15285,8.21205,8.29654,8.33506,8.21216,110.194282745348
2024-02-07,8.13451,8.15464,8.21224,8.29652,8.33116,8.20912,110.169785814343
2024-02-06,8.13694,8.15410,8.21245,8.29829,8.33010,8.20611,110.145300363189
2024-02-05,8.13895,8.15351,8.21608,8.29743,8.32902,8.20035,110.120814321297
2024-02-02,8.13466,8.15155,8.21407,8.29611,8.32269,8.19394,110.047170152033
2024-02-01,8.13509,8.15069,8.21425,8.29603,8.32156,8.19089,110.022684829599
2024-01-31,8.13423,8.15286,8.21439,8.29590,8.31678,8.18781,109.998183864261
2024-01-30,8.13337,8.15173,8.21462,8.29763,8.31560,8.18455,109.973685342740
2024-01-29,8.13251,8.15061,8.21757,8.29669,8.31442,8.17856,109.949195289104
2024-01-26,8.12865,8.15423,8.21601,8.29568,8.30909,8.17143,109.875756139877
2024-01-25,8.12822,8.15325,8.21622,8.29568,8.30703,8.16769,109.851299929926
2024-01-24,8.12794,8.15232,8.21646,8.29572,8.30498,8.16394,109.826855180022
2024-01-23,8.12722,8.15136,8.21669,8.29754,8.30061,8.16018,109.802412862091
2024-01-22,8.12693,8.15043,8.21934,8.29663,8.29940,8.15225,109.777978990822
2024-01-19,8.12908,8.15216,8.21800,8.29574,8.29411,8.14506,109.704735300560
2024-01-18,8.12865,8.15229,8.21822,8.29575,8.29206,8.14126,109.680326169342
2024-01-17,8.12865,8.15584,8.21846,8.29576,8.29000,8.13747,109.655925472720
2024-01-16,8.13094,8.15511,8.21870,8.29759,8.28627,8.13372,109.631536210418
2024-01-15,8.13037,8.15433,8.22106,8.29669,8.28502,8.12591,109.607146368149
2024-01-12,8.12865,8.15351,8.21970,8.29578,8.27952,8.11854,109.533971673210
2024-01-11,8.12851,8.15351,8.21993,8.29581,8.27742,8.11474,109.509609535418
2024-01-10,8.12765,8.15453,8.22010,8.29582,8.27207,8.11092,109.485246818304
2024-01-09,8.12608,8.15330,8.22011,8.29738,8.27071,8.10705,109.460847545547
2024-01-08,8.12931,8.15262,8.22190,8.29651,8.26942,8.09931,109.436507666937
2024-01-05,8.12616,8.15199,8.22048,8.29564,8.26472,8.09176,109.363482823010
2024-01-04,8.12644,8.15182,8.22062,8.29561,8.26264,8.08795,109.339161599639
2024-01-03,8.12931,8.15386,8.22075,8.29568,8.26059,8.08415,109.314854767823
2024-01-02,8.13351,8.15295,8.22065,8.29476,8.25925,8.08224,109.290526397221
2023-12-29,8.13170,8.15270,8.21974,8.29431,8.24626,8.06504,109.193311442464
2023-12-28,8.13556,8.15360,8.21969,8.29413,8.24229,8.06127,109.169022082783
2023-12-27,8.13699,8.15387,8.21949,8.29383,8.23829,8.05017,109.144693282111
2023-12-22,8.13999,8.15758,8.21899,8.29262,8.21834,8.03834,109.023289129052
2023-12-21,8.13703,8.15711,8.21869,8.29228,8.21176,8.03450,108.998956978327
2023-12-20,8.13388,8.15668,8.21839,8.29196,8.21017,8.03067,108.974636228006
2023-12-19,8.13502,8.16031,8.21831,8.29166,8.20124,8.02688,108.950389542684
2023-12-18,8.13402,8.15957,8.21817,8.29308,8.19968,8.01807,108.926136317756
2023-12-14,8.12508,8.15941,8.21736,8.28980,8.18604,8.00799,108.829126332705
2023-12-13,8.12407,8.15974,8.21726,8.28947,8.18206,8.00423,108.804909042813
2023-12-12,8.12193,8.16228,8.21710,8.28910,8.17331,8.00040,108.780676284488
2023-12-11,8.12107,8.16183,8.21705,8.29004,8.17169,7.99340,108.756481691849
2023-12-08,8.12450,8.16286,8.21692,8.28796,8.16214,7.98522,108.683964177778
2023-12-07,8.12965,8.16350,8.21691,8.28769,8.15821,7.98148,108.659808953398
2023-12-06,8.13180,8.16404,8.21683,8.28736,8.15427,7.97774,108.635650170592
2023-12-05,8.13638,8.17055,8.21670,8.28704,8.14596,7.97395,108.611499734103
2023-12-04,8.14067,8.17056,8.21673,8.28787,8.14426,7.96710,108.587360615089
2023-12-01,8.15311,8.17141,8.21595,8.28559,8.13456,7.95892,108.514884564242
2023-11-30,8.15196,8.17115,8.21569,8.28515,8.13050,7.95507,108.490659937434
2023-11-29,8.15253,8.17637,8.21646,8.28546,8.12868,7.95126,108.466494196864
2023-11-28,8.15053,8.17543,8.21612,8.28564,8.12680,7.94740,108.442286313333
2023-11-27,8.14896,8.17462,8.21758,8.28456,8.12272,7.94047,108.418095711375
2023-11-24,8.14638,8.17401,8.21500,8.27694,8.11044,7.92968,108.345474559728
