Date,POLSTR,POLSTR_1M,POLSTR_3M,POLSTR_6M,POLSTR_CI
2023-09-20,5.678,6.39216,6.6525,6.70969,110.38978977
2023-09-21,5.637,6.32971,6.64269,6.70442,110.40696219
2023-09-22,5.59,6.28603,6.6324,6.70024,110.42401326
2023-09-25,5.601,6.15275,6.60216,6.68656,110.4747478
2023-09-26,5.639,6.13643,6.59699,6.68175,110.49170038
2023-09-27,5.511,6.12227,6.58909,6.67937,110.50877059
2023-09-28,5.616,6.05723,6.58003,6.67475,110.5254559
2023-09-29,5.697,6.02076,6.57177,6.67035,110.54246168
2023-10-02,5.747,5.91078,6.53432,6.64634,110.59422281
2023-10-03,5.553,5.90657,6.52678,6.64247,110.6116361
2023-10-04,5.531,5.80898,6.51404,6.63715,110.62846422
2023-10-05,5.46,5.76756,6.502,6.63186,110.64522822
2023-10-06,5.497,5.72289,6.48755,6.62508,110.66177953
2023-10-09,5.572,5.65231,6.45401,6.60798,110.71177743
2023-10-10,5.839,5.65064,6.42883,6.60341,110.72867842
2023-10-11,5.752,5.64719,6.41819,6.60028,110.74639197
2023-10-12,5.732,5.64093,6.4054,6.59638,110.76384439
2023-10-13,5.772,5.64056,6.39238,6.59147,110.78123887
2023-10-16,5.874,5.65053,6.36926,6.58053,110.8337947
2023-10-17,5.724,5.65839,6.34545,6.57553,110.85163135
2023-10-18,5.517,5.66456,6.33247,6.57115,110.86901532
2023-10-19,5.583,5.65974,6.31766,6.56595,110.88577324
2023-10-20,5.518,5.65344,6.30398,6.56071,110.90273421
2023-10-23,5.583,5.64078,6.27452,6.54538,110.9530324
2023-10-24,5.503,5.63981,6.25246,6.53619,110.97000365
2023-10-25,5.484,5.63855,6.23971,6.53074,110.98673428
2023-10-26,5.36,5.63463,6.22487,6.52415,111.00340966
2023-10-27,5.348,5.62529,6.20871,6.51796,111.01971043
2023-10-30,5.855,5.6031,6.17689,6.50123,111.06851044
2023-10-31,5.181,5.61184,6.1482,6.49879,111.08632704
2023-11-02,5.545,5.57484,6.11214,6.47936,111.11786339
2023-11-03,5.523,5.56829,6.09912,6.47528,111.13474417
2023-11-06,5.583,5.56902,6.07602,6.45768,111.18519325
2023-11-07,5.506,5.57028,6.04595,6.45396,111.20220002
2023-11-08,5.501,5.56915,6.03158,6.44248,111.2189748
2023-11-09,5.555,5.57231,6.01755,6.43534,111.23573687
2023-11-10,5.513,5.57176,6.00482,6.42843,111.25266603
2023-11-13,5.462,5.54627,5.9821,6.40965,111.3030772
2023-11-14,5.543,5.54444,5.9521,6.40551,111.31973302
2023-11-15,5.565,5.54521,5.94859,6.39337,111.33663837
2023-11-16,5.548,5.52218,5.92478,6.38695,111.3536134
2023-11-17,5.567,5.51162,5.91217,6.38013,111.37053915
2023-11-20,5.572,5.50755,5.89408,6.36378,111.42149803
2023-11-21,5.603,5.51038,5.85954,6.36049,111.43850737
2023-11-22,5.542,5.51401,5.84431,6.34813,111.45561394
2023-11-23,5.548,5.51291,5.82687,6.34176,111.47253687
2023-11-24,5.301,5.51178,5.81143,6.335,111.4894807
2023-11-27,5.451,5.49732,5.78596,6.31629,111.53805651
2023-11-28,5.333,5.49667,5.75463,6.31258,111.55471388
2023-11-29,5.552,5.49249,5.7391,6.30442,111.57101309
2023-11-30,5.548,5.50686,5.72698,6.30022,111.58798411
2023-12-01,5.525,5.51713,5.69762,6.29061,111.60494549
2023-12-04,5.578,5.5185,5.65695,6.2775,111.65562636
2023-12-05,5.509,5.52117,5.64369,6.26434,111.67268979
2023-12-06,5.511,5.51897,5.62937,6.25783,111.68954472
2023-12-07,5.587,5.51656,5.61492,6.25112,111.70640831
2023-12-08,5.559,5.51927,5.60852,6.24847,111.72350704
2023-12-11,5.675,5.52329,5.60277,6.23264,111.77455397
2023-12-12,5.634,5.52886,5.59983,6.2192,111.79193262
2023-12-13,5.664,5.53236,5.59861,6.21335,111.80918839
2023-12-14,5.566,5.53912,5.5978,6.20783,111.82653873
2023-12-15,5.448,5.53989,5.59682,6.20145,111.84359151
2023-12-18,5.402,5.53062,5.59167,6.18809,111.89367292
2023-12-19,5.478,5.52739,5.58879,6.17443,111.91023319
2023-12-20,5.355,5.52014,5.58553,6.1685,111.92702892
2023-12-21,5.329,5.51288,5.58193,6.16168,111.94344999
2023-12-22,5.309,5.5037,5.5785,6.1547,111.95979374
2023-12-27,5.466,5.48852,5.56212,6.12435,112.04121765
2023-12-28,5.27,5.48903,5.56162,6.11947,112.0579962
2023-12-29,5.346,5.48692,5.55776,6.11331,112.07417554
2024-01-02,5.336,5.46669,5.54464,6.08219,112.13983565
2024-01-03,5.341,5.4635,5.54011,6.07902,112.15622957
2024-01-04,5.327,5.45197,5.53777,6.07137,112.17264126
2024-01-05,5.308,5.44384,5.53553,6.06412,112.18901232
2024-01-08,5.305,5.42163,5.5306,6.04431,112.23795746
2024-01-09,5.347,5.41875,5.52757,6.04121,112.2542704
2024-01-10,5.376,5.41735,5.52509,6.02172,112.27071488
2024-01-11,5.391,5.40069,5.51999,6.01374,112.28725098
2024-01-12,5.322,5.39149,5.51601,6.00524,112.30383565
2024-01-15,5.343,5.36231,5.50902,5.98493,112.35296012
2024-01-16,5.296,5.36247,5.49686,5.98235,112.36940674
2024-01-17,5.329,5.36121,5.49049,5.96187,112.38571108
2024-01-18,5.374,5.35021,5.48613,5.95309,112.4021194
2024-01-19,5.338,5.3493,5.48456,5.94478,112.41866868
2024-01-22,5.482,5.34443,5.48035,5.92557,112.46799122
2024-01-23,5.573,5.34951,5.4775,5.92407,112.48488299
2024-01-24,5.659,5.35707,5.47739,5.90808,112.50205773
2024-01-25,5.537,5.36676,5.47911,5.90249,112.51950018
2024-01-26,5.367,5.37241,5.47969,5.89527,112.53656923
2024-01-29,5.371,5.37931,5.47893,5.87739,112.58621173
2024-01-30,5.728,5.37981,5.48044,5.87553,112.60277887
2024-01-31,5.902,5.39118,5.47904,5.85607,112.62044979
2024-02-01,5.629,5.41202,5.48958,5.85031,112.63866037
2024-02-02,5.648,5.41983,5.49193,5.84434,112.65603141
2024-02-05,5.542,5.4502,5.49801,5.83236,112.7083285
2024-02-06,5.495,5.45387,5.49603,5.83168,112.72544164
2024-02-07,5.628,5.45592,5.49506,5.81237,112.74241222
2024-02-08,5.511,5.47429,5.4964,5.80577,112.75979617
2024-02-09,5.521,5.48096,5.49651,5.79871,112.77682136
2024-02-12,5.512,5.49543,5.49828,5.78429,112.82799732
2024-02-13,5.489,5.49675,5.4963,5.7837,112.84503589
2024-02-14,5.458,5.49732,5.4966,5.76558,112.86200593
2024-02-15,5.533,5.51148,5.49566,5.76478,112.87888266
2024-02-16,5.49,5.51764,5.49531,5.75108,112.89599387
2024-02-19,5.457,5.53282,5.49617,5.73697,112.94693625
2024-02-20,5.638,5.53125,5.49176,5.73632,112.96382259
2024-02-21,5.499,5.53532,5.49249,5.71658,112.98127163
2024-02-22,5.419,5.55169,5.49134,5.70828,112.99829311
2024-02-23,5.494,5.54965,5.48999,5.69874,113.01506949
2024-02-26,5.447,5.54027,5.49109,5.6831,113.06610276
2024-02-27,5.464,5.53816,5.49525,5.68267,113.08297594
2024-02-28,5.761,5.53671,5.4954,5.66487,113.09990431
2024-02-29,5.76,5.55885,5.50011,5.65939,113.1177555
2024-03-01,5.545,5.55286,5.50107,5.63841,113.13560641
2024-03-04,5.484,5.55115,5.50174,5.61814,113.18716835
2024-03-05,5.61,5.53714,5.50069,5.61089,113.20417433
2024-03-06,5.565,5.5395,5.50181,5.6042,113.22157366
2024-03-07,5.504,5.54192,5.50242,5.59718,113.23883607
2024-03-08,5.452,5.53763,5.50149,5.59347,113.25591187
2024-03-11,5.517,5.53168,5.49792,5.58874,113.30666293
2024-03-12,5.612,5.53067,5.49616,5.58636,113.32378931
2024-03-13,5.552,5.53413,5.49591,5.58562,113.34121323
2024-03-14,5.587,5.53631,5.49466,5.58457,113.35845352
2024-03-15,5.579,5.54078,5.4949,5.5842,113.37580512
2024-03-18,5.488,5.54626,5.49927,5.58381,113.42779337
2024-03-19,5.436,5.54846,5.50023,5.58283,113.44484793
2024-03-20,5.476,5.54774,5.49976,5.58094,113.46174345
2024-03-21,5.472,5.54213,5.50111,5.5798,113.47876582
2024-03-22,5.35,5.54119,5.50271,5.57887,113.4957783
2024-03-25,5.306,5.52809,5.50017,5.5748,113.54568535
2024-03-26,5.302,5.52232,5.49892,5.57314,113.56219147
2024-03-27,5.303,5.5173,5.50402,5.57123,113.57868755
2024-03-28,5.334,5.51173,5.50221,5.57006,113.59518913
2024-03-29,5.0,5.49694,5.50292,5.56847,113.61178959
2024-04-02,5.522,5.42847,5.48751,5.55437,113.67404262
2024-04-03,5.636,5.43211,5.48958,5.5531,113.69124011
2024-04-04,5.606,5.42618,5.49287,5.55357,113.70879528
2024-04-05,5.637,5.43013,5.49598,5.55399,113.7262597
2024-04-08,5.569,5.43756,5.50697,5.55756,113.77895079
2024-04-09,5.611,5.44247,5.50991,5.55696,113.79631066
2024-04-10,5.524,5.44839,5.51285,5.55718,113.81380411
2024-04-11,5.519,5.44892,5.5145,5.55541,113.83102897
2024-04-12,5.558,5.44898,5.51592,5.5541,113.84824085
2024-04-15,5.558,5.44641,5.52381,5.55484,113.90024922
2024-04-16,5.714,5.4507,5.5262,5.54952,113.91759326
2024-04-17,5.789,5.4595,5.53086,5.54862,113.93542683
2024-04-18,5.773,5.45699,5.53598,5.54899,113.9534973
2024-04-19,5.584,5.46622,5.54043,5.55043,113.97152068
2024-04-22,5.494,5.47806,5.54864,5.55247,114.02382893
2024-04-23,5.573,5.47936,5.54878,5.55104,114.04099186
2024-04-24,5.519,5.48301,5.54878,5.55098,114.0584042
2024-04-25,5.581,5.49551,5.54722,5.55107,114.07565045
2024-04-26,5.397,5.50442,5.54771,5.55162,114.09309309
2024-04-29,5.795,5.51251,5.54871,5.55177,114.14370353
2024-04-30,5.755,5.52218,5.55343,5.55488,114.1618258
2024-05-02,5.672,5.60611,5.55038,5.55883,114.19782587
2024-05-06,5.521,5.61708,5.55262,5.56205,114.26880999
2024-05-07,5.641,5.6149,5.55291,5.5617,114.28609432
2024-05-08,5.51,5.61188,5.55306,5.56246,114.303757
2024-05-09,5.552,5.60991,5.55305,5.56251,114.32101217
2024-05-10,5.571,5.60793,5.55387,5.5625,114.3384015
2024-05-13,5.617,5.6107,5.55519,5.56348,114.39075595
2024-05-14,5.655,5.61173,5.55663,5.56435,114.40835959
2024-05-15,5.797,5.61691,5.55885,5.56499,114.42608505
2024-05-16,5.665,5.62491,5.56182,5.5663,114.44425842
2024-05-17,5.581,5.62327,5.56381,5.56696,114.4620208
2024-05-20,5.576,5.60969,5.56724,5.56719,114.51452594
2024-05-21,5.564,5.60947,5.56654,5.56722,114.53201999
2024-05-22,5.469,5.60884,5.56727,5.567,114.54947907
2024-05-23,5.418,5.608,5.56783,5.56658,114.56664266
2024-05-24,5.336,5.60281,5.567,5.56585,114.58364874
2024-05-27,5.562,5.58105,5.56217,5.56644,114.63390231
2024-05-28,5.514,5.58128,5.56327,5.56707,114.65137063
2024-05-29,5.784,5.59588,5.56049,5.56809,114.66869084
2024-05-31,5.756,5.60242,5.56708,5.57145,114.70503296
2024-06-03,5.398,5.60808,5.57275,5.57633,114.75929944
2024-06-04,5.508,5.60252,5.57006,5.57449,114.77627124
2024-06-05,5.681,5.60056,5.57032,5.5741,114.79359145
2024-06-06,5.635,5.59142,5.57111,5.57507,114.81145836
2024-06-07,5.625,5.59511,5.57188,5.57576,114.82918337
2024-06-10,5.587,5.6006,5.57598,5.5782,114.8822722
2024-06-11,5.671,5.60101,5.57851,5.57688,114.89985706
2024-06-12,5.647,5.60397,5.58021,5.57685,114.91770903
2024-06-13,5.605,5.60691,5.58059,5.57693,114.93548822
2024-06-14,5.507,5.60652,5.58118,5.57659,114.9531379
2024-06-17,5.428,5.58712,5.58037,5.57717,115.00516916
2024-06-18,5.392,5.58296,5.57705,5.57681,115.02227184
2024-06-19,5.461,5.57797,5.57599,5.57676,115.03926363
2024-06-20,5.493,5.57223,5.57626,5.57666,115.05647539
2024-06-21,5.447,5.56954,5.57645,5.57744,115.0737906
2024-06-24,5.46,5.5659,5.57504,5.57832,115.12530898
2024-06-25,5.635,5.5634,5.57952,5.57851,115.14253047
2024-06-26,5.637,5.5664,5.58315,5.57967,115.16030658
2024-06-27,5.498,5.58944,5.58684,5.5842,115.17809175
2024-06-28,5.455,5.58736,5.58899,5.58438,115.19544104
2024-07-01,5.598,5.5409,5.61217,5.58767,115.24708963
2024-07-02,5.568,5.54369,5.61286,5.58858,115.26476506
2024-07-03,5.555,5.54531,5.61338,5.58989,115.28234846
2024-07-04,5.592,5.55057,5.61247,5.5911,115.29989349
2024-07-05,5.655,5.55338,5.61232,5.5926,115.31755806
2024-07-08,5.611,5.55721,5.61292,5.59848,115.37115703
2024-07-09,5.673,5.55972,5.61339,5.6002,115.38889258
2024-07-10,5.582,5.55532,5.61408,5.60204,115.40682686
2024-07-11,5.554,5.55516,5.61473,5.60321,115.4244762
2024-07-12,5.543,5.55124,5.61512,5.60413,115.44203969
2024-07-15,5.655,5.54633,5.61461,5.60787,115.49463382
2024-07-16,5.659,5.55056,5.61569,5.60963,115.51252758
2024-07-17,5.603,5.55693,5.61508,5.61168,115.53043677
2024-07-18,5.637,5.56279,5.61301,5.61323,115.54817148
2024-07-19,5.513,5.57099,5.61149,5.61472,115.56601655
2024-07-22,5.542,5.57219,5.60912,5.61768,115.6183822
2024-07-23,5.615,5.57206,5.60966,5.61802,115.63593719
2024-07-24,5.638,5.58442,5.61012,5.61826,115.65372612
2024-07-25,5.656,5.59037,5.61145,5.61814,115.67159066
2024-07-26,5.411,5.59108,5.61229,5.61881,115.689515
2024-07-29,5.406,5.57585,5.61275,5.61955,115.74096672
2024-07-30,5.492,5.57134,5.60842,5.61975,115.75810907
2024-07-31,4.79,5.56975,5.60799,5.61842,115.7755267
2024-08-01,5.574,5.55399,5.59475,5.61214,115.79072026
2024-08-02,5.653,5.55321,5.59537,5.61183,115.80840293
2024-08-05,5.66,5.56103,5.59971,5.61191,115.862211
2024-08-06,5.675,5.56496,5.59464,5.61258,115.88017758
2024-08-07,5.666,5.56914,5.59633,5.6136,115.89819457
2024-08-08,5.689,5.56229,5.59661,5.61381,115.91618578
2024-08-09,5.654,5.56481,5.59858,5.61482,115.93425282
2024-08-12,5.584,5.56969,5.60254,5.61707,115.9881289
2024-08-13,5.555,5.57096,5.60168,5.61748,116.00587349
2024-08-14,5.582,5.5713,5.601,5.61785,116.02352864
2024-08-16,5.583,5.57036,5.59781,5.61882,116.05901594
2024-08-19,5.532,5.56541,5.59827,5.6204,116.11227272
2024-08-20,5.587,5.56519,5.59641,5.62082,116.12987089
2024-08-21,5.643,5.56667,5.59653,5.62053,116.14764671
2024-08-22,5.605,5.57272,5.5974,5.62134,116.16560346
2024-08-23,5.55,5.57476,5.5989,5.6224,116.18344204
2024-08-26,5.58,5.56629,5.60094,5.62334,116.23644079
2024-08-27,5.72,5.56754,5.60776,5.62409,116.25421063
2024-08-28,5.765,5.57301,5.6095,5.62554,116.2724291
2024-08-29,5.908,5.59333,5.61227,5.62556,116.29079377
2024-08-30,5.223,5.60959,5.61635,5.62801,116.30961695
2024-09-02,5.519,5.60346,5.59308,5.62223,116.35954723
2024-09-03,5.631,5.60164,5.59311,5.62252,116.37714144
2024-09-04,5.563,5.60337,5.59568,5.62215,116.3950954
2024-09-05,5.587,5.59557,5.59628,5.62259,116.41283529
2024-09-06,5.584,5.59321,5.59525,5.62246,116.43065442
2024-09-09,5.667,5.58412,5.59611,5.62365,116.48409131
2024-09-10,5.638,5.58755,5.59424,5.62475,116.50217666
2024-09-11,5.616,5.58991,5.59481,5.62599,116.52017226
2024-09-12,5.663,5.58287,5.5942,5.62655,116.5381004
2024-09-13,5.606,5.58543,5.59438,5.62683,116.55618137
2024-09-16,5.639,5.58859,5.5963,5.62797,116.60988663
2024-09-17,5.557,5.591,5.59802,5.62889,116.62790205
2024-09-18,5.625,5.59079,5.59945,5.6276,116.64565825
2024-09-19,5.611,5.591,5.60201,5.62837,116.66363447
2024-09-20,5.347,5.59356,5.60367,5.62935,116.68156871
2024-09-23,5.38,5.56776,5.59822,5.62721,116.73284786
2024-09-24,5.424,5.56268,5.59912,5.62671,116.75005396
2024-09-25,5.38,5.55928,5.59872,5.62849,116.76740334
2024-09-26,5.353,5.55274,5.59591,5.6289,116.78461453
2024-09-27,5.585,5.54538,5.59278,5.62919,116.80174188
2024-09-30,4.937,5.52462,5.59521,5.63276,116.85535868
2024-10-01,5.51,5.53399,5.59089,5.64052,116.87116456
2024-10-02,5.574,5.53399,5.58992,5.64066,116.88880731
2024-10-03,5.484,5.53584,5.58999,5.64095,116.90665767
2024-10-04,5.536,5.53091,5.58921,5.64009,116.92422249
2024-10-07,5.56,5.52928,5.58911,5.64026,116.97742462
2024-10-08,5.596,5.53106,5.58492,5.63813,116.99524364
2024-10-09,5.601,5.5263,5.58475,5.63829,117.01318078
2024-10-10,5.621,5.52409,5.58396,5.63823,117.03113669
2024-10-11,5.505,5.52352,5.58439,5.63878,117.04915948
2024-10-14,5.492,5.51493,5.5838,5.63892,117.10212022
2024-10-15,5.705,5.51502,5.58245,5.63773,117.11974008
2024-10-16,5.716,5.51063,5.583,5.63856,117.13804606
2024-10-17,5.655,5.51321,5.58363,5.63857,117.15639019
2024-10-18,5.414,5.51649,5.5842,5.63781,117.17454141
2024-10-21,5.423,5.50068,5.57978,5.63504,117.22668248
2024-10-22,5.534,5.49904,5.57857,5.63298,117.24409947
2024-10-23,5.448,5.51388,5.57849,5.63321,117.2618756
2024-10-24,5.616,5.51615,5.57664,5.63251,117.27937814
2024-10-25,5.515,5.52258,5.5764,5.63305,117.2974231
2024-10-28,5.607,5.53269,5.57521,5.63308,117.35059258
2024-10-29,5.564,5.53583,5.5793,5.63519,117.36861956
2024-10-30,5.721,5.53022,5.58104,5.63389,117.38651104
2024-10-31,4.408,5.53721,5.58357,5.63524,117.40491017
2024-11-04,5.729,5.41161,5.54314,5.60848,117.46162478
2024-11-05,5.571,5.42235,5.5399,5.61,117.48006143
2024-11-06,5.613,5.42765,5.53892,5.60583,117.49799243
2024-11-07,5.602,5.42157,5.53823,5.60634,117.51606136
2024-11-08,5.704,5.42293,5.53753,5.60613,117.53409766
2024-11-12,5.712,5.4416,5.53931,5.6108,117.60756775
2024-11-13,5.733,5.45062,5.54073,5.61032,117.62597252
2024-11-14,5.67,5.45291,5.54269,5.61097,117.64444786
2024-11-15,5.625,5.45868,5.54491,5.61105,117.66272304
2024-11-18,5.567,5.45208,5.54751,5.61079,117.7171219
2024-11-19,5.6,5.45648,5.54489,5.61141,117.73507618
2024-11-20,5.617,5.46164,5.54564,5.61014,117.75313964
2024-11-21,5.577,5.46972,5.54597,5.61037,117.77126072
2024-11-22,5.487,5.47471,5.54524,5.61044,117.78925552
2024-11-25,5.533,5.47019,5.54434,5.61108,117.84237687
2024-11-26,5.583,5.47296,5.54237,5.61151,117.86024048
2024-11-27,5.677,5.4771,5.5424,5.61425,117.87826825
2024-11-28,5.684,5.47831,5.54193,5.61489,117.89660236
2024-11-29,5.519,5.4808,5.54103,5.61584,117.91496193
2024-12-02,5.48,5.62467,5.54599,5.6082,117.96845009
2024-12-03,5.561,5.6205,5.54556,5.60834,117.98616152
2024-12-04,5.624,5.61934,5.54478,5.60926,118.00413744
2024-12-05,5.6,5.61583,5.54546,5.60991,118.02231978
2024-12-06,5.519,5.6168,5.5456,5.60945,118.04042731
2024-12-09,5.57,5.60865,5.54343,5.6095,118.09397239
2024-12-10,5.644,5.60827,5.54235,5.6073,118.11199385
2024-12-11,5.617,5.61019,5.54242,5.60762,118.13025753
2024-12-12,5.568,5.59536,5.54243,5.60732,118.14843664
2024-12-13,5.405,5.59054,5.54137,5.60687,118.16645994
2024-12-16,5.437,5.56606,5.53466,5.60521,118.21895499
2024-12-17,5.519,5.56283,5.53241,5.60421,118.23656475
2024-12-18,5.387,5.55349,5.53198,5.60472,118.25444277
2024-12-19,5.328,5.54746,5.52933,5.60469,118.27189583
2024-12-20,5.311,5.53835,5.52618,5.60395,118.28916029
2024-12-23,5.431,5.51319,5.52498,5.60137,118.34079593
2024-12-24,5.439,5.51141,5.52554,5.60131,118.3584044
2024-12-27,5.223,5.50178,5.5273,5.59896,118.41131547
2024-12-30,5.454,5.46383,5.51521,5.59495,118.46214799
2024-12-31,4.851,5.46431,5.51536,5.59502,118.47984915
2025-01-02,5.398,5.4185,5.50714,5.58733,118.51134207
2025-01-03,5.509,5.41584,5.5052,5.58638,118.52886876
2025-01-07,5.446,5.41129,5.50456,5.58648,118.60042772
2025-01-08,5.544,5.41312,5.5033,5.58285,118.61812356
2025-01-09,5.569,5.40552,5.50273,5.58247,118.63614051
2025-01-10,5.49,5.40549,5.50237,5.58189,118.65424146
2025-01-13,5.555,5.39377,5.5023,5.58135,118.70778216
2025-01-14,5.577,5.39961,5.50115,5.58205,118.72584851
2025-01-15,5.746,5.40578,5.50209,5.58098,118.74398916
2025-01-16,5.675,5.41533,5.50254,5.58149,118.7626824
2025-01-17,5.52,5.42305,5.50209,5.58158,118.78114755
2025-01-20,5.526,5.43353,5.50262,5.58096,118.8350384
2025-01-21,5.551,5.43721,5.50417,5.5815,118.8530297
2025-01-22,5.61,5.44146,5.50558,5.58078,118.87110513
2025-01-23,5.564,5.45803,5.50642,5.58116,118.88937545
2025-01-24,5.503,5.46234,5.5077,5.58088,118.90749875
2025-01-27,5.484,5.46856,5.50798,5.57968,118.96128078
2025-01-28,5.598,5.46984,5.50584,5.58,118.9791543
2025-01-29,5.685,5.47454,5.50575,5.58124,118.99740212
2025-01-30,5.663,5.50422,5.50708,5.58279,119.01593637
2025-01-31,4.953,5.51099,5.50644,5.58375,119.03440178
2025-02-03,5.366,5.50313,5.53607,5.57854,119.08286019
2025-02-04,5.526,5.49963,5.53503,5.57821,119.100367
2025-02-05,5.518,5.50124,5.53279,5.57497,119.11839847
2025-02-06,5.592,5.50254,5.53221,5.57418,119.13640656
2025-02-07,5.434,5.50219,5.53197,5.57371,119.15465891
2025-02-10,5.548,5.49379,5.52967,5.57106,119.20787698
2025-02-11,5.538,5.49629,5.5307,5.57178,119.22599657
2025-02-12,5.498,5.49836,5.52066,5.56853,119.24408626
2025-02-13,5.509,5.49756,5.5183,5.56804,119.26204801
2025-02-14,5.472,5.49607,5.51583,5.56779,119.28004841
2025-02-17,5.525,5.47713,5.51436,5.56687,119.33369502
2025-02-18,5.483,5.47943,5.50918,5.56748,119.35175855
2025-02-19,5.427,5.48034,5.50825,5.56506,119.36968747
2025-02-20,5.613,5.47316,5.50634,5.56448,119.38743595
2025-02-21,5.514,5.47598,5.5063,5.56462,119.40579544
2025-02-24,5.455,5.46997,5.50739,5.56395,119.4599108
2025-02-25,5.501,5.4703,5.50585,5.56419,119.47776433
2025-02-26,5.395,5.47203,5.5055,5.56239,119.49577111
2025-02-27,5.448,5.46493,5.50342,5.56135,119.51343356
2025-02-28,4.352,5.46377,5.5009,5.55983,119.53127217
2025-03-03,5.432,5.3767,5.458,5.53954,119.57402834
2025-03-04,5.445,5.37907,5.45655,5.53841,119.59182358
2025-03-05,5.456,5.37616,5.45453,5.53774,119.60966406
2025-03-06,5.525,5.37394,5.45291,5.537,119.62754324
2025-03-07,5.439,5.37154,5.45452,5.53777,119.64565125
2025-03-10,5.567,5.37207,5.4497,5.53373,119.69913777
2025-03-11,5.506,5.37276,5.44883,5.53332,119.71739435
2025-03-12,5.537,5.37161,5.44758,5.5327,119.73545364
2025-03-13,5.485,5.37301,5.44724,5.53198,119.75361734
2025-03-14,5.463,5.37215,5.44846,5.53255,119.77161319
2025-03-17,5.562,5.37118,5.44973,5.52867,119.82539229
2025-03-18,5.521,5.3725,5.45022,5.5287,119.84365171
2025-03-19,5.521,5.37387,5.45173,5.52811,119.86177929
2025-03-20,5.532,5.37724,5.4539,5.5276,119.87990962
2025-03-21,5.557,5.37433,5.45558,5.52846,119.89807881
2025-03-24,5.528,5.37896,5.46334,5.53204,119.95284103
2025-03-25,5.522,5.38157,5.46487,5.53263,119.97100813
2025-03-26,5.497,5.38233,5.46631,5.53344,119.98915827
2025-03-27,5.573,5.38599,5.46596,5.53425,120.00722896
2025-03-28,5.546,5.39047,5.46796,5.53531,120.02555226
2025-03-31,4.614,5.40774,5.47821,5.53465,120.08026418
2025-04-01,5.56,5.48835,5.48184,5.53282,120.09544364
2025-04-02,5.566,5.49155,5.48353,5.5331,120.11373763
2025-04-03,5.55,5.49476,5.48542,5.53306,120.13205416
2025-04-04,5.579,5.49858,5.48696,5.53343,120.15032081
2025-04-07,5.511,5.50858,5.48827,5.53416,120.20541549
2025-04-08,5.57,5.50946,5.48901,5.53388,120.22356486
2025-04-09,5.566,5.51211,5.4893,5.53374,120.24191131
2025-04-10,5.635,5.51935,5.48927,5.53354,120.26024738
2025-04-11,5.753,5.52155,5.49171,5.53362,120.27881358
2025-04-14,5.517,5.54515,5.49905,5.53782,120.33568734
2025-04-15,5.568,5.54508,5.49837,5.53796,120.35387616
2025-04-16,5.627,5.5466,5.49637,5.53718,120.3722359
2025-04-17,5.713,5.5557,5.49583,5.53668,120.39079301
2025-04-18,5.643,5.56059,5.49906,5.53701,120.40963664
2025-04-22,5.618,5.57498,5.50309,5.54211,120.48409928
2025-04-23,5.573,5.57712,5.50318,5.54259,120.50264393
2025-04-24,5.515,5.57729,5.50328,5.54329,120.52104287
2025-04-25,5.586,5.57687,5.50424,5.54272,120.5392531
2025-04-28,5.609,5.58217,5.50644,5.54393,120.59459548
2025-04-29,5.54,5.58384,5.50656,5.54394,120.6131274
2025-04-30,5.731,5.58333,5.50493,5.5438,120.63143416
2025-05-02,5.531,5.62761,5.52572,5.56848,120.66931573
2025-05-05,5.599,5.62349,5.52851,5.5686,120.72417233
2025-05-06,5.577,5.62356,5.52944,5.56876,120.74269109
2025-05-07,5.585,5.6248,5.52927,5.56855,120.76113991
2025-05-08,5.482,5.62728,5.53072,5.56846,120.77961802
2025-05-09,5.688,5.62433,5.53101,5.56881,120.79775813
2025-05-12,5.104,5.63282,5.53772,5.56694,120.85423191
2025-05-13,5.078,5.61706,5.53324,5.56349,120.87113163
2025-05-14,5.065,5.58369,5.52833,5.55977,120.88794762
2025-05-15,5.112,5.56855,5.52394,5.55633,120.9047229
2025-05-16,5.094,5.55329,5.52018,5.55467,120.92165618
2025-05-19,5.095,5.50182,5.50596,5.54471,120.97228426
2025-05-20,5.125,5.48985,5.50218,5.54185,120.98917066
2025-05-21,5.091,5.47954,5.49662,5.53905,121.00615887
2025-05-22,5.054,5.44227,5.49288,5.5363,121.02303674
2025-05-23,5.077,5.42339,5.48881,5.53441,121.03979429
2025-05-26,4.987,5.38262,5.47247,5.5266,121.0903027
2025-05-27,5.004,5.37097,5.46783,5.52322,121.10684728
2025-05-28,5.047,5.33557,5.46277,5.5194,121.12345054
2025-05-29,5.084,5.31675,5.4589,5.51578,121.14019876
2025-05-30,4.437,5.30149,5.45553,5.51417,121.15707209
2025-06-02,5.125,5.19036,5.45837,5.49586,121.20125625
2025-06-03,5.145,5.18902,5.4555,5.49385,121.21827424
2025-06-04,5.022,5.1884,5.45234,5.4915,121.23536103
2025-06-05,5.021,5.14829,5.44768,5.48811,121.25204169
2025-06-06,4.987,5.12957,5.44289,5.48484,121.26872132
2025-06-09,5.078,5.07499,5.42883,5.47583,121.3184282
2025-06-10,5.168,5.07576,5.42303,5.47306,121.33530642
2025-06-11,5.161,5.07926,5.41864,5.47037,121.35248617
2025-06-12,5.18,5.0214,5.41483,5.4678,121.36964508
2025-06-13,5.1,5.02386,5.4109,5.46561,121.3868696
