
"Banco de México"

"Securities prices and interest rates"
"Índices de TIIE de Fondeo y TIIEs de Fondeo compuestas por adelantado"

"Date: 04/26/2026 02:30:41"

""

"Title","Overnight Funding TIIE Index, Compounded on calendar days","Overnight Funding TIIE Index, Compounded on business days","Compounded in advance Overnight Funding TIIE, for 28 days","Compounded in advance Overnight Funding TIIE, for 91 days","Compounded in advance Overnight Funding TIIE, for 182 days"
"Available period","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026"
"Frequency","Daily","Daily","Daily","Daily","Daily"
"Data type","ciphers without type","ciphers without type","Average Rate","Average Rate","Average Rate"
"Unit","Without units","Without units","Percentages","Percentages","Percentages"
"Base","","","","",""
"Announcement","","","","",""
"Information type","Levels","Levels","Levels","Levels","Levels"
"Date","SF355630","SF355631","SF355632","SF355633","SF355634"
02/17/2007,108580.8112,108579.9191,N/E,N/E,N/E
02/18/2007,108602.0146,108601.1182,N/E,N/E,N/E
02/19/2007,108623.2221,108622.3173,7.0410,7.0845,7.1479
02/20/2007,108644.4037,108643.4986,7.0406,7.0841,7.1475
02/21/2007,108665.6195,108664.7143,7.0406,7.0841,7.1475
02/22/2007,108686.8395,108685.9341,7.0410,7.0845,7.1479
02/23/2007,108708.0636,108707.1580,7.0414,7.0848,7.1483
02/24/2007,108729.2919,108728.3861,N/E,N/E,N/E
02/25/2007,108750.5243,108749.6142,N/E,N/E,N/E
02/26/2007,108771.7608,108770.8423,7.0424,7.0859,7.1494
02/27/2007,108792.9713,108792.0526,7.0424,7.0859,7.1494
02/28/2007,108814.2162,108813.2973,7.0428,7.0863,7.1498
03/01/2007,108835.8884,108834.9693,7.0482,7.0918,7.1553
03/02/2007,108857.1416,108856.2223,7.0485,7.0921,7.1557
03/03/2007,108878.3990,108877.4795,N/E,N/E,N/E
03/04/2007,108899.6605,108898.7367,N/E,N/E,N/E
03/05/2007,108920.9262,108919.9939,7.0496,7.0932,7.1568
03/06/2007,108942.1960,108941.2636,7.0501,7.0937,7.1573
03/07/2007,108963.4700,108962.5374,7.0505,7.0941,7.1577
03/08/2007,108984.7482,108983.8154,7.0508,7.0944,7.1581
03/09/2007,109006.0305,109005.0975,7.0512,7.0948,7.1584
03/10/2007,109027.3169,109026.3838,N/E,N/E,N/E
03/11/2007,109048.6075,109047.6700,N/E,N/E,N/E
03/12/2007,109069.9023,109068.9563,7.0523,7.0959,7.1595
03/13/2007,109091.2012,109090.2550,7.0523,7.0959,7.1595
03/14/2007,109112.5043,109111.5580,7.0523,7.0959,7.1595
03/15/2007,109133.8116,109132.8650,7.0523,7.0959,7.1595
03/16/2007,109155.1230,109154.1762,7.0523,7.0959,7.1595
03/17/2007,109176.5598,109175.6129,N/E,N/E,N/E
03/18/2007,109198.0009,109197.0495,N/E,N/E,N/E
03/19/2007,109219.4462,109218.4862,N/E,N/E,N/E
03/20/2007,109240.8956,109239.9229,7.0582,7.1019,7.1657
03/21/2007,109262.2280,109261.2550,7.0582,7.1019,7.1657
03/22/2007,109283.5644,109282.5913,7.0582,7.1019,7.1657
03/23/2007,109304.9051,109303.9318,7.0582,7.1019,7.1657
03/24/2007,109326.2499,109325.2764,N/E,N/E,N/E
03/25/2007,109347.5989,109346.6211,N/E,N/E,N/E
03/26/2007,109368.9521,109367.9657,7.0582,7.1019,7.1657
03/27/2007,109390.3094,109389.3228,7.0586,7.1023,7.1660
03/28/2007,109411.6709,109410.6841,7.0586,7.1023,7.1660
03/29/2007,109433.0365,109432.0496,7.0536,7.0972,7.1609
03/30/2007,109454.4064,109453.4192,7.0536,7.0972,7.1609
03/31/2007,109475.9628,109474.9754,N/E,N/E,N/E
04/01/2007,109497.5235,109496.5317,N/E,N/E,N/E
04/02/2007,109519.0884,109518.0880,7.0600,7.1037,7.1675
04/03/2007,109540.4751,109539.4744,7.0600,7.1037,7.1675
04/04/2007,109561.8659,109560.8650,7.0600,7.1037,7.1675
04/05/2007,109583.2609,109582.2598,N/E,N/E,N/E
04/06/2007,109604.6601,109603.6546,N/E,N/E,N/E
04/07/2007,109626.0634,109625.0494,N/E,N/E,N/E
04/08/2007,109647.4710,109646.4442,N/E,N/E,N/E
04/09/2007,109668.8827,109667.8391,7.0597,7.1034,7.1672
04/10/2007,109690.2986,109689.2547,7.0597,7.1034,7.1672
04/11/2007,109711.7187,109710.6746,7.0597,7.1034,7.1672
04/12/2007,109733.1429,109732.0987,7.0597,7.1034,7.1672
04/13/2007,109754.5714,109753.5269,7.0597,7.1034,7.1672
04/14/2007,109776.0040,109774.9593,N/E,N/E,N/E
04/15/2007,109797.4408,109796.3917,N/E,N/E,N/E
04/16/2007,109818.8818,109817.8242,7.0554,7.0990,7.1627
04/17/2007,109840.3270,109839.2692,7.0541,7.0977,7.1614
04/18/2007,109861.7764,109860.7183,7.0541,7.0977,7.1614
04/19/2007,109883.2299,109882.1717,7.0541,7.0977,7.1614
04/20/2007,109904.6877,109903.6292,7.0541,7.0977,7.1614
04/21/2007,109926.1496,109925.0909,N/E,N/E,N/E
04/22/2007,109947.6158,109946.5527,N/E,N/E,N/E
04/23/2007,109969.0861,109968.0145,7.0541,7.0977,7.1614
04/24/2007,109990.5606,109989.4888,7.0541,7.0977,7.1614
04/25/2007,110012.0393,110010.9673,7.0541,7.0977,7.1614
04/26/2007,110033.5222,110032.4500,7.0541,7.0977,7.1614
04/27/2007,110055.0093,110053.9369,7.0541,7.0977,7.1614
04/28/2007,110077.2343,110076.1617,N/E,N/E,N/E
04/29/2007,110099.4638,110098.3865,N/E,N/E,N/E
04/30/2007,110121.6978,110120.6112,7.0735,7.1173,7.1814
05/01/2007,110144.1198,110143.0330,N/E,N/E,N/E
05/02/2007,110166.5463,110165.4548,7.0950,7.1391,7.2035
05/03/2007,110188.7939,110187.7021,7.1036,7.1478,7.2124
05/04/2007,110211.0459,110209.9539,7.1122,7.1566,7.2213
05/05/2007,110233.3024,110232.2102,N/E,N/E,N/E
05/06/2007,110255.5634,110254.4665,N/E,N/E,N/E
05/07/2007,110277.8289,110276.7227,7.1384,7.1831,7.2483
05/08/2007,110300.0989,110298.9925,7.1470,7.1918,7.2572
05/09/2007,110322.4040,110321.2974,7.1560,7.2009,7.2664
05/10/2007,110344.7137,110343.6068,7.1649,7.2100,7.2757
05/11/2007,110367.1198,110366.0127,7.1750,7.2202,7.2860
05/12/2007,110389.4385,110388.3312,N/E,N/E,N/E
05/13/2007,110411.7616,110410.6496,N/E,N/E,N/E
05/14/2007,110434.0894,110432.9681,7.2019,7.2474,7.3138
05/15/2007,110456.4216,110455.3001,7.2109,7.2565,7.3231
05/16/2007,110478.8197,110477.6980,7.2206,7.2663,7.3331
05/17/2007,110501.3451,110500.2231,7.2317,7.2776,7.3445
05/18/2007,110523.8137,110522.6915,7.2421,7.2881,7.3553
05/19/2007,110546.3176,110545.1951,N/E,N/E,N/E
05/20/2007,110568.8260,110567.6988,N/E,N/E,N/E
05/21/2007,110591.3391,110590.2025,7.2744,7.3209,7.3886
05/22/2007,110613.8260,110612.6891,7.2849,7.3314,7.3993
05/23/2007,110636.3175,110635.1804,7.2953,7.3419,7.4101
05/24/2007,110658.7828,110657.6455,7.3053,7.3521,7.4205
05/25/2007,110681.1297,110679.9922,7.3139,7.3609,7.4293
05/26/2007,110703.4504,110702.3127,N/E,N/E,N/E
05/27/2007,110725.7756,110724.6331,N/E,N/E,N/E
05/28/2007,110748.1053,110746.9536,7.3129,7.3598,7.4282
05/29/2007,110770.4087,110769.2568,7.3100,7.3569,7.4253
05/30/2007,110792.7474,110791.5952,7.3075,7.3544,7.4227
05/31/2007,110815.0906,110813.9382,7.3072,7.3540,7.4224
06/01/2007,110837.7154,110836.5627,7.3100,7.3569,7.4253
06/02/2007,110860.0985,110858.9455,N/E,N/E,N/E
06/03/2007,110882.4860,110881.3284,N/E,N/E,N/E
06/04/2007,110904.8781,110903.7112,7.3100,7.3569,7.4253
06/05/2007,110927.2440,110926.0768,7.3097,7.3566,7.4250
06/06/2007,110949.6451,110948.4777,7.3093,7.3562,7.4246
06/07/2007,110972.0508,110970.8831,7.3090,7.3558,7.4242
06/08/2007,110994.4609,110993.2931,7.3075,7.3544,7.4227
06/09/2007,111016.8757,111015.7076,N/E,N/E,N/E
06/10/2007,111039.2949,111038.1221,N/E,N/E,N/E
06/11/2007,111061.7187,111060.5365,7.3065,7.3533,7.4216
06/12/2007,111084.1470,111082.9646,7.3061,7.3529,7.4212
06/13/2007,111106.6106,111105.4280,7.3054,7.3522,7.4205
06/14/2007,111129.0789,111127.8960,7.3032,7.3500,7.4183
06/15/2007,111151.5516,111150.3685,7.3018,7.3486,7.4168
06/16/2007,111173.9981,111172.8147,N/E,N/E,N/E
06/17/2007,111196.4491,111195.2609,N/E,N/E,N/E
06/18/2007,111218.9046,111217.7071,7.2953,7.3420,7.4101
06/19/2007,111241.3646,111240.1669,7.2935,7.3402,7.4083
06/20/2007,111263.8910,111262.6931,7.2925,7.3391,7.4072
06/21/2007,111286.4219,111285.2237,7.2917,7.3384,7.4064
06/22/2007,111308.9265,111307.7281,7.2921,7.3387,7.4068
06/23/2007,111331.4047,111330.2061,N/E,N/E,N/E
06/24/2007,111353.8875,111352.6841,N/E,N/E,N/E
06/25/2007,111376.3748,111375.1620,7.2932,7.3398,7.4079
06/26/2007,111398.8357,111397.6227,7.2935,7.3402,7.4083
06/27/2007,111421.3011,111420.0879,7.2935,7.3402,7.4083
06/28/2007,111443.7711,111442.5576,7.2935,7.3402,7.4083
06/29/2007,111466.2456,111465.0318,7.2903,7.3369,7.4049
06/30/2007,111488.9104,111487.6964,N/E,N/E,N/E
07/01/2007,111511.5798,111510.3609,N/E,N/E,N/E
07/02/2007,111534.2538,111533.0255,7.2957,7.3424,7.4105
07/03/2007,111556.7465,111555.5180,7.2957,7.3424,7.4105
07/04/2007,111579.3058,111578.0770,7.2960,7.3427,7.4109
07/05/2007,111601.8386,111600.6096,7.2960,7.3427,7.4109
07/06/2007,111624.4070,111623.1777,7.2964,7.3431,7.4112
07/07/2007,111647.0419,111645.8124,N/E,N/E,N/E
07/08/2007,111669.6815,111668.4471,N/E,N/E,N/E
07/09/2007,111692.3256,111691.0818,7.2996,7.3464,7.4146
07/10/2007,111714.9123,111713.6682,7.3000,7.3467,7.4149
07/11/2007,111737.5656,111736.3213,7.3007,7.3475,7.4157
07/12/2007,111760.2235,111758.9789,7.3014,7.3482,7.4164
07/13/2007,111782.9481,111781.7032,7.3029,7.3496,7.4179
07/14/2007,111805.5531,111804.3079,N/E,N/E,N/E
07/15/2007,111828.1626,111826.9127,N/E,N/E,N/E
07/16/2007,111850.7768,111849.5175,7.3039,7.3507,7.4190
07/17/2007,111873.3955,111872.1359,7.3043,7.3511,7.4194
07/18/2007,111896.0188,111894.7590,7.3039,7.3507,7.4190
07/19/2007,111918.6777,111917.4177,7.3039,7.3507,7.4190
07/20/2007,111941.3723,111940.1120,7.3047,7.3515,7.4198
07/21/2007,111964.0094,111962.7488,N/E,N/E,N/E
07/22/2007,111986.6510,111985.3856,N/E,N/E,N/E
07/23/2007,112009.2972,112008.0224,7.3057,7.3525,7.4209
07/24/2007,112031.8857,112030.6106,7.3057,7.3525,7.4209
07/25/2007,112054.4477,112053.1724,7.3054,7.3522,7.4205
07/26/2007,112077.0142,112075.7386,7.3050,7.3518,7.4201
07/27/2007,112099.5853,112098.3094,7.3047,7.3515,7.4198
07/28/2007,112122.1609,112120.8848,N/E,N/E,N/E
07/29/2007,112144.7410,112143.4601,N/E,N/E,N/E
07/30/2007,112167.3257,112166.0355,7.2971,7.3438,7.4120
07/31/2007,112189.9461,112188.6556,7.2971,7.3438,7.4120
08/01/2007,112212.8516,112211.5608,7.2996,7.3464,7.4146
08/02/2007,112235.5124,112234.2213,7.2996,7.3464,7.4146
08/03/2007,112258.1777,112256.8864,7.2993,7.3460,7.4142
08/04/2007,112280.8476,112279.5561,N/E,N/E,N/E
08/05/2007,112303.5221,112302.2257,N/E,N/E,N/E
08/06/2007,112326.2012,112324.8954,7.2960,7.3427,7.4109
08/07/2007,112348.9784,112347.6724,7.2968,7.3435,7.4116
08/08/2007,112371.8227,112370.5164,7.2975,7.3442,7.4124
08/09/2007,112394.6092,112393.3026,7.2975,7.3442,7.4124
08/10/2007,112417.3691,112416.0623,7.2964,7.3431,7.4112
08/11/2007,112440.0712,112438.7641,N/E,N/E,N/E
08/12/2007,112462.7779,112461.4659,N/E,N/E,N/E
08/13/2007,112485.4891,112484.1677,7.2953,7.3420,7.4101
08/14/2007,112508.2049,112506.8832,7.2950,7.3416,7.4098
08/15/2007,112530.9253,112529.6034,7.2946,7.3413,7.4094
08/16/2007,112553.6503,112552.3281,7.2939,7.3406,7.4087
08/17/2007,112576.3799,112575.0574,7.2928,7.3395,7.4075
08/18/2007,112599.0515,112597.7288,N/E,N/E,N/E
08/19/2007,112621.7277,112620.4001,N/E,N/E,N/E
08/20/2007,112644.4085,112643.0715,7.2896,7.3362,7.4042
08/21/2007,112667.1251,112665.7879,7.2896,7.3362,7.4042
08/22/2007,112689.8463,112688.5088,7.2899,7.3366,7.4046
08/23/2007,112712.5721,112711.2343,7.2903,7.3369,7.4050
08/24/2007,112735.3025,112733.9644,7.2907,7.3373,7.4053
08/25/2007,112758.0374,112756.6991,N/E,N/E,N/E
08/26/2007,112780.7770,112779.4338,N/E,N/E,N/E
08/27/2007,112803.5211,112802.1685,7.2917,7.3384,7.4064
08/28/2007,112826.2385,112824.8856,7.2914,7.3380,7.4061
08/29/2007,112848.9604,112847.6072,7.2878,7.3344,7.4024
08/30/2007,112871.6869,112870.3335,7.2871,7.3336,7.4016
08/31/2007,112894.4494,112893.0957,7.2867,7.3333,7.4012
09/01/2007,112917.3732,112916.0193,N/E,N/E,N/E
09/02/2007,112940.3017,112938.9428,N/E,N/E,N/E
09/03/2007,112963.2349,112961.8664,7.2910,7.3376,7.4057
09/04/2007,112986.0158,112984.6470,7.2896,7.3362,7.4042
09/05/2007,113008.8013,113007.4323,7.2874,7.3340,7.4020
09/06/2007,113031.5914,113030.2221,7.2860,7.3325,7.4005
09/07/2007,113054.3547,113052.9851,7.2846,7.3311,7.3990
09/08/2007,113077.1226,113075.7527,N/E,N/E,N/E
09/09/2007,113099.8951,113098.5203,N/E,N/E,N/E
09/10/2007,113122.6722,113121.2880,7.2824,7.3289,7.3968
09/11/2007,113145.4538,113144.0693,7.2817,7.3282,7.3961
09/12/2007,113168.2401,113166.8553,7.2810,7.3275,7.3953
09/13/2007,113191.0309,113189.6459,7.2802,7.3267,7.3946
09/14/2007,113213.7949,113212.4095,7.2792,7.3256,7.3935
09/15/2007,113236.5634,113235.1778,N/E,N/E,N/E
09/16/2007,113259.3365,113257.9460,N/E,N/E,N/E
09/17/2007,113282.1142,113280.7144,7.2781,7.3246,7.3924
09/18/2007,113304.8965,113303.4964,7.2774,7.3238,7.3916
09/19/2007,113327.6834,113326.2830,7.2767,7.3231,7.3909
09/20/2007,113350.4434,113349.0427,7.2756,7.3220,7.3898
09/21/2007,113373.2079,113371.8069,7.2745,7.3209,7.3887
09/22/2007,113395.9456,113394.5442,N/E,N/E,N/E
09/23/2007,113418.6877,113417.2816,N/E,N/E,N/E
09/24/2007,113441.4345,113440.0190,7.2702,7.3166,7.3842
09/25/2007,113464.0913,113462.6755,7.2680,7.3144,7.3820
09/26/2007,113486.6265,113485.2104,7.2644,7.3107,7.3783
09/27/2007,113509.2293,113507.8129,7.2616,7.3078,7.3753
09/28/2007,113532.0572,113530.6406,7.2609,7.3071,7.3746
09/29/2007,113555.0159,113553.5990,N/E,N/E,N/E
09/30/2007,113577.9793,113576.5574,N/E,N/E,N/E
10/01/2007,113600.9473,113599.5158,7.2576,7.3038,7.3712
10/02/2007,113623.7937,113622.3619,7.2569,7.3031,7.3705
10/03/2007,113646.6447,113645.2127,7.2562,7.3024,7.3698
10/04/2007,113669.4687,113668.0364,7.2551,7.3013,7.3687
10/05/2007,113692.2973,113690.8647,7.2544,7.3006,7.3679
10/06/2007,113715.1305,113713.6976,N/E,N/E,N/E
10/07/2007,113737.9683,113736.5305,N/E,N/E,N/E
10/08/2007,113760.8107,113759.3635,7.2522,7.2984,7.3657
10/09/2007,113783.6261,113782.1786,7.2512,7.2973,7.3646
10/10/2007,113806.3828,113804.9350,7.2494,7.2955,7.3627
10/11/2007,113829.1441,113827.6960,7.2476,7.2936,7.3609
10/12/2007,113852.0048,113850.5564,7.2472,7.2933,7.3605
10/13/2007,113874.9649,113873.5163,N/E,N/E,N/E
10/14/2007,113897.9297,113896.4761,N/E,N/E,N/E
10/15/2007,113920.8991,113919.4360,7.2494,7.2955,7.3627
10/16/2007,113943.8732,113942.4097,7.2501,7.2962,7.3635
10/17/2007,113966.8518,113965.3881,7.2508,7.2969,7.3642
10/18/2007,113989.8668,113988.4028,7.2522,7.2984,7.3657
10/19/2007,114012.8864,114011.4221,7.2537,7.2998,7.3672
10/20/2007,114035.9107,114034.4461,N/E,N/E,N/E
10/21/2007,114058.9396,114057.4700,N/E,N/E,N/E
10/22/2007,114081.9732,114080.4940,7.2591,7.3053,7.3727
10/23/2007,114104.9797,114103.5003,7.2616,7.3078,7.3753
10/24/2007,114127.9909,114126.5111,7.2655,7.3118,7.3794
10/25/2007,114150.9750,114149.4949,7.2684,7.3147,7.3824
10/26/2007,114173.8686,114172.3883,7.2677,7.3140,7.3816
10/27/2007,114197.4963,114196.0156,N/E,N/E,N/E
10/28/2007,114221.1288,114219.6430,N/E,N/E,N/E
10/29/2007,114244.7662,114243.2703,7.2860,7.3325,7.4005
10/30/2007,114268.1864,114266.6901,7.2910,7.3376,7.4057
10/31/2007,114291.7701,114290.2735,7.2978,7.3445,7.4127
11/01/2007,114315.4539,114313.9570,7.3061,7.3529,7.4212
11/02/2007,114339.1743,114337.6771,N/E,N/E,N/E
11/03/2007,114362.8997,114361.3973,N/E,N/E,N/E
11/04/2007,114386.6300,114385.1174,N/E,N/E,N/E
11/05/2007,114410.3652,114408.8376,7.3404,7.3876,7.4566
11/06/2007,114434.0418,114432.5139,7.3486,7.3960,7.4652
11/07/2007,114457.7233,114456.1950,7.3576,7.4051,7.4744
11/08/2007,114481.5051,114479.9765,7.3677,7.4153,7.4848
11/09/2007,114505.3554,114503.8265,7.3774,7.4251,7.4948
11/10/2007,114529.2425,114527.7133,N/E,N/E,N/E
11/11/2007,114553.1346,114551.6000,N/E,N/E,N/E
11/12/2007,114577.0316,114575.4868,7.4043,7.4524,7.5226
11/13/2007,114600.9973,114599.4522,7.4140,7.4622,7.5326
11/14/2007,114624.9680,114623.4226,7.4237,7.4720,7.5426
11/15/2007,114648.9438,114647.3980,7.4330,7.4815,7.5522
11/16/2007,114672.9563,114671.4102,7.4427,7.4913,7.5622
11/17/2007,114696.9102,114695.3638,N/E,N/E,N/E
11/18/2007,114720.8692,114719.3174,N/E,N/E,N/E
11/19/2007,114744.8331,114743.2710,N/E,N/E,N/E
11/20/2007,114768.8020,114767.2246,7.4788,7.5279,7.5995
11/21/2007,114792.7759,114791.1982,7.4882,7.5373,7.6091
11/22/2007,114816.7549,114815.1768,7.4979,7.5472,7.6192
11/23/2007,114840.7388,114839.1604,7.5086,7.5581,7.6303
11/24/2007,114864.6640,114863.0852,N/E,N/E,N/E
11/25/2007,114888.5941,114887.0101,N/E,N/E,N/E
11/26/2007,114912.5292,114910.9348,7.5140,7.5635,7.6358
11/27/2007,114936.4374,114934.8427,7.5180,7.5675,7.6399
11/28/2007,114960.3825,114958.7875,7.5205,7.5701,7.6425
11/29/2007,114984.3326,114982.7372,7.5219,7.5715,7.6440
11/30/2007,115008.2876,115006.6919,7.5230,7.5726,7.6451
12/01/2007,115032.3116,115030.7155,N/E,N/E,N/E
12/02/2007,115056.3406,115054.7391,N/E,N/E,N/E
12/03/2007,115080.3746,115078.7628,7.5285,7.5783,7.6508
12/04/2007,115104.3496,115102.7375,7.5303,7.5801,7.6527
12/05/2007,115128.3297,115126.7173,7.5321,7.5819,7.6546
12/06/2007,115152.3148,115150.7020,7.5329,7.5826,7.6553
12/07/2007,115176.3048,115174.6917,7.5329,7.5826,7.6553
12/08/2007,115200.3319,115198.7184,N/E,N/E,N/E
12/09/2007,115224.3640,115222.7451,N/E,N/E,N/E
12/10/2007,115248.4011,115246.7719,7.5329,7.5826,7.6553
12/11/2007,115272.4111,115270.7817,7.5318,7.5815,7.6542
12/12/2007,115296.4582,115294.8285,N/E,N/E,N/E
12/13/2007,115320.5104,115318.8752,7.5303,7.5800,7.6526
12/14/2007,115344.5675,115342.9320,7.5292,7.5789,7.6515
12/15/2007,115368.6617,115367.0259,N/E,N/E,N/E
12/16/2007,115392.7609,115391.1197,N/E,N/E,N/E
12/17/2007,115416.8652,115415.2136,7.5292,7.5789,7.6515
12/18/2007,115441.0066,115439.3546,7.5297,7.5795,7.6521
12/19/2007,115465.1530,115463.5006,7.5301,7.5798,7.6524
12/20/2007,115489.3044,115487.6518,7.5305,7.5802,7.6528
12/21/2007,115513.4609,115511.8079,7.5308,7.5806,7.6532
12/22/2007,115537.6546,115536.0012,N/E,N/E,N/E
12/23/2007,115561.8533,115560.1945,N/E,N/E,N/E
12/24/2007,115586.0571,115584.3878,7.5351,7.5849,7.6576
12/25/2007,115610.2660,115608.5963,N/E,N/E,N/E
12/26/2007,115634.4799,115632.8049,7.5383,7.5881,7.6609
12/27/2007,115658.6989,115657.0235,7.5397,7.5896,7.6624
12/28/2007,115682.9230,115681.2472,7.5412,7.5911,7.6639
12/29/2007,115707.1842,115705.5081,N/E,N/E,N/E
12/30/2007,115731.4506,115729.7691,N/E,N/E,N/E
12/31/2007,115755.7221,115754.0300,7.5444,7.5943,7.6672
01/01/2008,115780.4166,115778.7242,N/E,N/E,N/E
01/02/2008,115805.1164,115803.4184,7.5573,7.6074,7.6805
01/03/2008,115829.3390,115827.6406,7.5584,7.6085,7.6816
01/04/2008,115853.5667,115851.8679,7.5594,7.6096,7.6827
01/05/2008,115877.7994,115876.1002,N/E,N/E,N/E
01/06/2008,115902.0371,115900.3326,N/E,N/E,N/E
01/07/2008,115926.2800,115924.5649,7.5616,7.6117,7.6850
01/08/2008,115950.4957,115948.7803,7.5623,7.6125,7.6857
01/09/2008,115974.6842,115972.9685,7.5623,7.6125,7.6857
01/10/2008,115998.8779,115997.1617,7.5624,7.6125,7.6858
01/11/2008,116023.0765,116021.3600,7.5624,7.6125,7.6858
01/12/2008,116047.2802,116045.5633,N/E,N/E,N/E
01/13/2008,116071.4890,116069.7667,N/E,N/E,N/E
01/14/2008,116095.7028,116093.9701,7.5613,7.6114,7.6847
01/15/2008,116119.9216,116118.1886,7.5606,7.6107,7.6839
01/16/2008,116144.1455,116142.4121,7.5598,7.6100,7.6832
01/17/2008,116168.4067,116166.6730,7.5595,7.6096,7.6828
01/18/2008,116192.6730,116190.9389,7.5591,7.6092,7.6824
01/19/2008,116216.9444,116215.2099,N/E,N/E,N/E
01/20/2008,116241.2208,116239.4809,N/E,N/E,N/E
01/21/2008,116265.5023,116263.7519,7.5570,7.6071,7.6802
01/22/2008,116289.7566,116288.0058,7.5559,7.6060,7.6791
01/23/2008,116314.0159,116312.2648,7.5549,7.6049,7.6780
01/24/2008,116338.2480,116336.4965,7.5534,7.6035,7.6766
01/25/2008,116362.4852,116360.7333,7.5520,7.6020,7.6751
01/26/2008,116386.7597,116385.0074,N/E,N/E,N/E
01/27/2008,116411.0392,116409.2816,N/E,N/E,N/E
01/28/2008,116435.3239,116433.5557,7.5477,7.5977,7.6706
01/29/2008,116459.6136,116457.8450,7.5416,7.5915,7.6643
01/30/2008,116483.9407,116482.1718,7.5359,7.5857,7.6584
01/31/2008,116508.2729,116506.5036,7.5355,7.5853,7.6581
02/01/2008,116532.7073,116530.9376,7.5363,7.5861,7.6588
02/02/2008,116557.0497,116555.2796,N/E,N/E,N/E
02/03/2008,116581.3971,116579.6216,N/E,N/E,N/E
02/04/2008,116605.7497,116603.9637,N/E,N/E,N/E
02/05/2008,116630.1073,116628.3057,7.5350,7.5848,7.6575
02/06/2008,116654.4377,116652.6356,7.5350,7.5848,7.6575
02/07/2008,116678.7407,116676.9383,7.5347,7.5845,7.6572
02/08/2008,116703.0487,116701.2460,7.5343,7.5841,7.6568
02/09/2008,116727.3619,116725.5588,N/E,N/E,N/E
02/10/2008,116751.6801,116749.8715,N/E,N/E,N/E
02/11/2008,116776.0033,116774.1842,7.5332,7.5830,7.6557
02/12/2008,116800.3317,116798.5122,7.5329,7.5826,7.6553
02/13/2008,116824.6651,116822.8452,7.5325,7.5823,7.6549
02/14/2008,116848.9711,116847.1509,7.5314,7.5812,7.6538
02/15/2008,116873.2822,116871.4616,7.5303,7.5801,7.6527
02/16/2008,116897.5983,116895.7774,N/E,N/E,N/E
02/17/2008,116921.9195,116920.0931,N/E,N/E,N/E
02/18/2008,116946.2458,116944.4088,7.5271,7.5768,7.6494
02/19/2008,116970.5771,116968.7398,7.5264,7.5761,7.6486
02/20/2008,116994.9460,116993.1083,7.5260,7.5757,7.6483
02/21/2008,117019.3199,117017.4818,7.5260,7.5757,7.6483
02/22/2008,117043.6989,117041.8605,7.5260,7.5757,7.6483
02/23/2008,117068.0830,117066.2442,N/E,N/E,N/E
02/24/2008,117092.4722,117090.6279,N/E,N/E,N/E
02/25/2008,117116.8665,117115.0116,7.5250,7.5746,7.6471
02/26/2008,117141.2658,117139.4106,7.5246,7.5743,7.6468
02/27/2008,117165.6377,117163.7821,7.5235,7.5732,7.6457
02/28/2008,117190.0147,117188.1587,7.5224,7.5721,7.6445
02/29/2008,117214.3967,117212.5403,7.5203,7.5699,7.6423
03/01/2008,117238.9141,117237.0573,N/E,N/E,N/E
03/02/2008,117263.4365,117261.5742,N/E,N/E,N/E
03/03/2008,117287.9641,117286.0912,7.5214,7.5710,7.6434
03/04/2008,117312.3991,117310.5258,7.5208,7.5704,7.6429
03/05/2008,117336.8392,117334.9655,7.5205,7.5701,7.6425
03/06/2008,117361.2844,117359.4103,7.5205,7.5701,7.6425
03/07/2008,117385.7347,117383.8601,7.5205,7.5701,7.6425
03/08/2008,117410.1900,117408.3151,N/E,N/E,N/E
03/09/2008,117434.6505,117432.7700,N/E,N/E,N/E
03/10/2008,117459.1160,117457.2251,7.5205,7.5701,7.6425
03/11/2008,117483.5867,117481.6953,7.5205,7.5701,7.6425
03/12/2008,117508.0624,117506.1707,7.5205,7.5701,7.6425
03/13/2008,117532.5433,117530.6511,7.5208,7.5704,7.6429
03/14/2008,117557.0619,117555.1693,7.5215,7.5712,7.6436
03/15/2008,117581.6182,117579.7253,N/E,N/E,N/E
03/16/2008,117606.1797,117604.2812,N/E,N/E,N/E
03/17/2008,117630.7463,117628.8372,N/E,N/E,N/E
03/18/2008,117655.3181,117653.3932,7.5257,7.5754,7.6479
03/19/2008,117679.9277,117678.0024,7.5268,7.5764,7.6490
03/20/2008,117704.7058,117702.7802,N/E,N/E,N/E
03/21/2008,117729.4892,117727.5579,N/E,N/E,N/E
03/22/2008,117754.2778,117752.3357,N/E,N/E,N/E
03/23/2008,117779.0716,117777.1134,N/E,N/E,N/E
03/24/2008,117803.8707,117801.8911,7.5407,7.5906,7.6634
03/25/2008,117828.4459,117826.4659,7.5411,7.5910,7.6638
03/26/2008,117852.8953,117850.9149,7.5404,7.5902,7.6630
03/27/2008,117877.3825,117875.4017,7.5400,7.5899,7.6627
03/28/2008,117901.8748,117899.8936,7.5396,7.5895,7.6623
03/29/2008,117926.3722,117924.3906,N/E,N/E,N/E
03/30/2008,117950.8746,117948.8876,N/E,N/E,N/E
03/31/2008,117975.3822,117973.3845,7.5343,7.5840,7.6567
